"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"128","GO:0030174","regulation of DNA-templated DNA replicat...",6,6,3.07,562,0.01785,0.01785,0.26658863084922,0.835207916666667,"error-prone translesion synthesis",12
"129","GO:0032888","regulation of mitotic spindle elongation",6,6,3.07,564,0.01785,0.01785,0.26658863084922,0.835207916666667,"positive regulation of mitotic sister chromatid segregation",11
"130","GO:0045008","depyrimidination",6,6,3.07,569,0.01785,0.01785,0.26658863084922,0.835207916666667,"nucleotide-excision repair, DNA gap filling",14
"131","GO:0071073","positive regulation of phospholipid bios...",6,6,3.07,571,0.01785,0.01785,0.26658863084922,0.835207916666667,"retinol metabolic process",4
"132","GO:1903475","mitotic actomyosin contractile ring asse...",6,6,3.07,572,0.01785,0.01785,0.26658863084922,0.835207916666667,"actomyosin contractile ring assembly",4
"133","GO:1900424","regulation of defense response to bacter...",28,17,14.32,2317,0.20466,0.01785,0.75420363019508,0.835207916666667,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",11
"134","GO:0030575","nuclear body organization",11,7,5.62,2919,0.30044,0.01788,0.873499601216627,0.835207916666667,"nucleus organization",3
"135","GO:0060631","regulation of meiosis I",15,9,7.67,3099,0.33534,0.01789,0.9231776064,0.835207916666667,"multi-organism reproductive process",11
"136","GO:1902905","positive regulation of supramolecular fi...",114,59,58.29,3967,0.4847,0.0179,1,0.835207916666667,"positive regulation of mitotic sister chromatid segregation",11
"137","GO:0070252","actin-mediated cell contraction",64,33,32.73,4200,0.52295,0.01791,1,0.835207916666667,"actin-mediated cell contraction",2
"138","GO:0007399","nervous system development",1898,951,970.53,6513,0.85157,0.018,1,0.835207916666667,"nervous system development",5
"139","GO:0006302","double-strand break repair",211,132,107.89,134,0.00047,0.0181,0.0299511851851852,0.835207916666667,"nucleotide-excision repair, DNA gap filling",14
"140","GO:0016049","cell growth",467,230,238.8,6081,0.81199,0.01815,1,0.835207916666667,"cell growth",2
"141","GO:0030968","endoplasmic reticulum unfolded protein r...",93,61,47.55,252,0.00326,0.01869,0.111292777777778,0.835207916666667,"response to unfolded protein",10
"142","GO:0051225","spindle assembly",125,75,63.92,696,0.0279,0.01882,0.342653579545455,0.835207916666667,"regulation of mitotic spindle assembly",7
"143","GO:0044458","motile cilium assembly",48,34,24.54,280,0.00431,0.01891,0.13242475,0.835207916666667,"intraciliary transport involved in cilium assembly",5
"144","GO:0006270","DNA replication initiation",32,25,16.36,193,0.00156,0.01896,0.0695372020725389,0.835207916666667,"error-prone translesion synthesis",12
"145","GO:0045860","positive regulation of protein kinase ac...",309,171,158,1227,0.0736,0.01905,0.516039771801141,0.835207916666667,"positive regulation of hydrolase activity",8
"146","GO:0010906","regulation of glucose metabolic process",71,44,36.31,932,0.04263,0.01931,0.392661552462527,0.835207916666667,"regulation of glucose metabolic process",3
"147","GO:0048172","regulation of short-term neuronal synapt...",18,14,9.2,590,0.01945,0.01945,0.283127495769882,0.835207916666667,"regulation of biological quality",3
"148","GO:0002009","morphogenesis of an epithelium",799,406,408.56,4686,0.5901,0.01982,1,0.835207916666667,"nervous system development",5
"149","GO:0009267","cellular response to starvation",162,92,82.84,1294,0.08444,0.02049,0.544537327394209,0.835207916666667,"chemotaxis",4
"150","GO:0006897","endocytosis",490,277,250.56,358,0.00779,0.02077,0.183515691906005,0.835207916666667,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12
"151","GO:0033044","regulation of chromosome organization",331,209,169.25,26,4.7e-06,0.02125,0.00155515769230769,0.835207916666667,"positive regulation of mitotic sister chromatid segregation",11
"152","GO:2000300","regulation of synaptic vesicle exocytosi...",24,19,12.27,284,0.00453,0.02152,0.137223908450704,0.835207916666667,"Wnt protein secretion",3
"153","GO:0071168","protein localization to chromatin",28,20,14.32,664,0.02362,0.02156,0.305568210526316,0.835207916666667,"protein localization to adherens junction",10
"154","GO:0000819","sister chromatid segregation",250,166,127.84,11,5.2e-07,0.02157,0.000406687272727273,0.835207916666667,"G1/S transition of mitotic cell cycle",13
"155","GO:0007292","female gamete generation",673,382,344.13,182,0.00132,0.02158,0.0620544262295082,0.835207916666667,"multi-organism reproductive process",11
"156","GO:0051489","regulation of filopodium assembly",74,40,37.84,3186,0.34945,0.02173,0.937855402985075,0.835207916666667,"intraciliary transport involved in cilium assembly",5
"157","GO:0097193","intrinsic apoptotic signaling pathway",224,146,114.54,38,1.2e-05,0.02182,0.0025809,0.835207916666667,"intrinsic apoptotic signaling pathway in response to DNA damage",5
"158","GO:0051304","chromosome separation",112,74,57.27,167,0.00092,0.02239,0.0473937724550898,0.835207916666667,"G1/S transition of mitotic cell cycle",13
"159","GO:0034389","lipid droplet organization",23,17,11.76,625,0.0224,0.0224,0.301236544342508,0.835207916666667,"ribosome disassembly",4
"160","GO:0090087","regulation of peptide transport",475,246,242.89,3553,0.40265,0.02241,0.964326314333149,0.835207916666667,"negative regulation of protein secretion",9
"161","GO:0051348","negative regulation of transferase activ...",211,121,107.89,873,0.03915,0.02252,0.377545075757576,0.835207916666667,"positive regulation of hydrolase activity",8
"162","GO:0045666","positive regulation of neuron differenti...",331,187,169.25,687,0.02639,0.02255,0.330470407569141,0.835207916666667,"positive regulation of vulval development",5
"163","GO:0009152","purine ribonucleotide biosynthetic proce...",189,108,96.64,1037,0.05485,0.02258,0.454245024061598,0.835207916666667,"nucleoside diphosphate metabolic process",19
"164","GO:0019985","translesion synthesis",39,26,19.94,838,0.03628,0.02279,0.37245446300716,0.835207916666667,"error-prone translesion synthesis",12
"165","GO:0017148","negative regulation of translation",88,53,45,1014,0.0535,0.02283,0.452404864864865,0.835207916666667,"negative regulation of macromolecule biosynthetic process",4
"166","GO:0060236","regulation of mitotic spindle organizati...",31,27,15.85,54,2.8e-05,0.02285,0.0044498275862069,0.835207916666667,"regulation of mitotic spindle assembly",7
"167","GO:0016236","macroautophagy",250,144,127.84,621,0.02195,0.02288,0.301236544342508,0.835207916666667,"positive regulation of cellular catabolic process",9
"168","GO:0006591","ornithine metabolic process",9,8,4.6,637,0.02289,0.02289,0.301236544342508,0.835207916666667,"nucleoside diphosphate metabolic process",19
"169","GO:0007175","negative regulation of epidermal growth ...",9,8,4.6,638,0.02289,0.02289,0.301236544342508,0.835207916666667,"positive regulation of hydrolase activity",8
"170","GO:0019240","citrulline biosynthetic process",9,8,4.6,639,0.02289,0.02289,0.301236544342508,0.835207916666667,"nucleoside diphosphate metabolic process",19
"171","GO:0040022","feminization of hermaphroditic germ-line",9,8,4.6,640,0.02289,0.02289,0.301236544342508,0.835207916666667,"multi-organism reproductive process",11
"172","GO:1900038","negative regulation of cellular response...",9,8,4.6,644,0.02289,0.02289,0.301236544342508,0.835207916666667,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",11
"173","GO:1900102","negative regulation of endoplasmic retic...",9,8,4.6,645,0.02289,0.02289,0.301236544342508,0.835207916666667,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",11
"174","GO:1990504","dense core granule exocytosis",9,8,4.6,647,0.02289,0.02289,0.301236544342508,0.835207916666667,"Wnt protein secretion",3
"175","GO:0040002","collagen and cuticulin-based cuticle dev...",14,10,7.16,1489,0.10425,0.02291,0.595131220968812,0.835207916666667,"determination of left/right symmetry",3
"176","GO:1904380","endoplasmic reticulum mannose trimming",14,10,7.16,1490,0.10425,0.02291,0.595131220968812,0.835207916666667,"endoplasmic reticulum mannose trimming",2
"177","GO:0005978","glycogen biosynthetic process",31,24,15.85,225,0.00243,0.02298,0.0925012831858407,0.835207916666667,"mitochondrial ATP synthesis coupled electron transport",2
"178","GO:0009068","aspartate family amino acid catabolic pr...",18,16,9.2,165,0.00089,0.02304,0.0464040606060606,0.835207916666667,"nucleoside diphosphate metabolic process",19
"179","GO:0072593","reactive oxygen species metabolic proces...",182,99,93.06,2359,0.20767,0.02307,0.757348456973294,0.835207916666667,"reactive oxygen species metabolic process",1
"180","GO:2000045","regulation of G1/S transition of mitotic...",126,67,64.43,3196,0.35529,0.02323,0.937855402985075,0.835207916666667,"G1/S transition of mitotic cell cycle",13
"181","GO:0051924","regulation of calcium ion transport",124,57,63.41,6817,0.89434,0.02327,1,0.835207916666667,"negative regulation of protein secretion",9
