"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"59","GO:0050821","protein stabilization",140,4,1.25,500,0.03624,0.03624,0.62354544,1,"positive regulation of membrane permeability",2
"60","GO:0045862","positive regulation of proteolysis",289,8,2.58,124,0.00409,0.03709,0.267866136363636,1,"positive regulation of mRNA splicing, via spliceosome",4
"61","GO:0044743","protein transmembrane import into intrac...",35,2,0.31,511,0.03874,0.03874,0.644642591876209,1,"protein localization to adherens junction",6
"62","GO:0042026","protein refolding",13,3,0.12,29,0.00018,0.04278,0.052728064516129,1,"chaperone cofactor-dependent protein refolding",3
"63","GO:0015837","amine transport",89,3,0.79,577,0.04502,0.04316,0.668924110535406,1,"positive regulation of acetylcholine secretion, neurotransmission",3
"64","GO:0031589","cell-substrate adhesion",161,3,1.44,1464,0.17378,0.04353,1,1,"cell-substrate adhesion",1
"65","GO:0032877","positive regulation of DNA endoreduplica...",5,1,0.04,551,0.04388,0.04388,0.665369348591549,1,"mitotic chromosome condensation",3
"66","GO:0061365","positive regulation of triglyceride lipa...",5,1,0.04,557,0.04388,0.04388,0.665369348591549,1,"positive regulation of catalytic activity",3
"67","GO:0098700","neurotransmitter loading into synaptic v...",5,1,0.04,559,0.04388,0.04388,0.665369348591549,1,"synaptic vesicle uncoating",4
"68","GO:1903026","negative regulation of RNA polymerase II...",5,1,0.04,560,0.04388,0.04388,0.665369348591549,1,"positive regulation of catalytic activity",3
"69","GO:1903753","negative regulation of p38MAPK cascade",5,1,0.04,562,0.04388,0.04388,0.665369348591549,1,"Ras protein signal transduction",3
"70","GO:0061077","chaperone-mediated protein folding",58,5,0.52,26,0.00016,0.04819,0.0509807407407407,1,"chaperone cofactor-dependent protein refolding",3
"71","GO:0032436","positive regulation of proteasomal ubiqu...",92,3,0.82,590,0.04886,0.04886,0.697813663060278,1,"positive regulation of mRNA splicing, via spliceosome",4
