"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"31","GO:0033540","fatty acid beta-oxidation using acyl-CoA...",9,2,0.17,352,0.01174,0.01174,0.279776232686981,1,"fatty acid beta-oxidation using acyl-CoA oxidase",3
"32","GO:0035871","protein K11-linked deubiquitination",9,2,0.17,354,0.01174,0.01174,0.279776232686981,1,"protein K11-linked deubiquitination",1
"33","GO:0046331","lateral inhibition",26,3,0.49,368,0.01256,0.01256,0.291160672043011,1,"lateral inhibition",1
"34","GO:0009636","response to toxic substance",509,21,9.63,40,0.00058,0.01325,0.1247435,1,"response to xenobiotic stimulus",6
"35","GO:0046716","muscle cell cellular homeostasis",49,4,0.93,383,0.01351,0.01351,0.298938776978417,1,"muscle cell cellular homeostasis",2
"36","GO:0042420","dopamine catabolic process",10,2,0.19,404,0.01449,0.01449,0.298938776978417,1,"norepinephrine biosynthetic process",3
"37","GO:0045184","establishment of protein localization",1222,26,23.12,2669,0.28848,0.01677,0.923094926308032,1,"protein localization involved in establishment of planar polarity",4
"38","GO:0031297","replication fork processing",29,3,0.55,445,0.01694,0.01694,0.3253009375,1,"replication fork processing",2
"39","GO:0006555","methionine metabolic process",25,3,0.47,336,0.01127,0.01734,0.279776232686981,1,"D-amino acid metabolic process",4
"40","GO:0019433","triglyceride catabolic process",26,3,0.49,369,0.01256,0.01735,0.291160672043011,1,"fatty acid beta-oxidation using acyl-CoA oxidase",3
"41","GO:0031340","positive regulation of vesicle fusion",11,2,0.21,456,0.01749,0.01749,0.325685,1,"positive regulation of vesicle fusion",3
"42","GO:0051235","maintenance of location",287,12,5.43,285,0.00818,0.01824,0.246921192982456,1,"negative regulation of lipid storage",2
"43","GO:0042059","negative regulation of epidermal growth ...",54,4,1.02,475,0.01876,0.01876,0.337640753138075,1,"negative regulation of epidermal growth factor receptor signaling pathway",2
"44","GO:0006037","cell wall chitin metabolic process",6,2,0.11,222,0.00508,0.01881,0.192525286343612,1,"cell wall chitin metabolic process",1
"45","GO:0097192","extrinsic apoptotic signaling pathway in...",39,5,0.74,49,0.00078,0.02013,0.1342068,1,"extrinsic apoptotic signaling pathway in absence of ligand",3
"46","GO:0008156","negative regulation of DNA replication",34,3,0.64,559,0.02591,0.02059,0.397332852049911,1,"negative regulation of canonical Wnt signaling pathway",4
"47","GO:0060384","innervation",36,3,0.68,620,0.03009,0.0206,0.412861674641148,1,"ventral cord development",5
"48","GO:0000706","meiotic DNA double-strand break processi...",12,2,0.23,498,0.02073,0.02073,0.351063366141732,1,"replication fork processing",2
"49","GO:0006564","L-serine biosynthetic process",12,2,0.23,499,0.02073,0.02073,0.351063366141732,1,"D-amino acid metabolic process",4
"50","GO:0060249","anatomical structure homeostasis",385,16,7.28,127,0.0025,0.02079,0.169350393700787,1,"muscle cell cellular homeostasis",2
"51","GO:0000122","negative regulation of transcription by ...",526,17,9.95,510,0.02102,0.02102,0.354578549019608,1,"negative regulation of canonical Wnt signaling pathway",4
"52","GO:0042074","cell migration involved in gastrulation",46,5,0.87,88,0.00167,0.02145,0.160287473684211,1,"cell migration involved in gastrulation",2
"53","GO:0043525","positive regulation of neuron apoptotic ...",57,4,1.08,519,0.02244,0.02244,0.369616462715105,1,"extrinsic apoptotic signaling pathway in absence of ligand",3
"54","GO:1901576","organic substance biosynthetic process",4521,94,85.54,1238,0.10201,0.02333,0.692905817236256,1,"organic substance biosynthetic process",2
"55","GO:0007275","multicellular organism development",3761,72,71.16,3498,0.47726,0.02607,1,1,"ventral cord development",5
"56","GO:0048678","response to axon injury",102,5,1.93,767,0.04387,0.02763,0.489329872611465,1,"response to axon injury",2
"57","GO:0008625","extrinsic apoptotic signaling pathway vi...",48,3,0.91,911,0.06195,0.02778,0.582465409836066,1,"extrinsic apoptotic signaling pathway in absence of ligand",3
"58","GO:0009880","embryonic pattern specification",260,11,4.92,327,0.01028,0.02826,0.270455168195719,1,"segment polarity determination",2
"59","GO:0044344","cellular response to fibroblast growth f...",117,9,2.21,27,0.00036,0.02994,0.106795862068966,1,"cellular response to fibroblast growth factor stimulus",2
"60","GO:0001817","regulation of cytokine production",261,10,4.94,563,0.02623,0.03054,0.400568255813953,1,"cytokine production",2
"61","GO:0050900","leukocyte migration",141,8,2.67,229,0.00521,0.03293,0.194876652173913,1,"cell migration involved in gastrulation",2
"62","GO:0071310","cellular response to organic substance",1425,38,26.96,423,0.01505,0.0345,0.306087825059102,1,"response to xenobiotic stimulus",6
"63","GO:0006986","response to unfolded protein",124,6,2.35,617,0.03003,0.03508,0.412861674641148,1,"response to xenobiotic stimulus",6
"64","GO:0032259","methylation",233,5,4.41,3415,0.45226,0.03553,1,1,"methylation",1
"65","GO:0014057","positive regulation of acetylcholine sec...",16,2,0.3,683,0.03589,0.03589,0.441965278969957,1,"positive regulation of vesicle fusion",3
"66","GO:0034334","adherens junction maintenance",16,2,0.3,684,0.03589,0.03589,0.441965278969957,1,"adherens junction maintenance",2
"67","GO:0040037","negative regulation of fibroblast growth...",16,2,0.3,687,0.03589,0.03589,0.441965278969957,1,"cellular response to fibroblast growth factor stimulus",2
"68","GO:0045199","maintenance of epithelial cell apical/ba...",16,2,0.3,688,0.03589,0.03589,0.441965278969957,1,"establishment or maintenance of actin cytoskeleton polarity",2
"69","GO:0048026","positive regulation of mRNA splicing, vi...",16,2,0.3,689,0.03589,0.03589,0.441965278969957,1,"positive regulation of mRNA splicing, via spliceosome",2
"70","GO:0051205","protein insertion into membrane",16,2,0.3,690,0.03589,0.03589,0.441965278969957,1,"protein localization involved in establishment of planar polarity",4
"71","GO:0009057","macromolecule catabolic process",1057,25,20,1596,0.13957,0.03642,0.719620418385386,1,"fatty acid beta-oxidation using acyl-CoA oxidase",3
"72","GO:0010628","positive regulation of gene expression",1270,36,24.03,271,0.00719,0.0389,0.228249335793358,1,"positive regulation of mRNA splicing, via spliceosome",2
"73","GO:0046500","S-adenosylmethionine metabolic process",17,2,0.32,733,0.04018,0.04018,0.465233566621803,1,"sulfur amino acid catabolic process",3
"74","GO:0051085","chaperone cofactor-dependent protein ref...",17,2,0.32,735,0.04018,0.04018,0.465233566621803,1,"organic substance biosynthetic process",2
"75","GO:0007173","epidermal growth factor receptor signali...",121,7,2.29,284,0.00794,0.04035,0.240520492957746,1,"negative regulation of epidermal growth factor receptor signaling pathway",2
"76","GO:0060341","regulation of cellular localization",879,20,16.63,2286,0.22221,0.04252,0.83329188449848,1,"positive regulation of vesicle fusion",3
"77","GO:0050830","defense response to Gram-positive bacter...",70,4,1.32,764,0.04322,0.04322,0.485406866840731,1,"response to axon injury",2
"78","GO:0009314","response to radiation",483,13,9.14,1528,0.12605,0.04348,0.709691197643979,1,"response to radiation",2
"79","GO:0009068","aspartate family amino acid catabolic pr...",18,2,0.34,770,0.04465,0.04465,0.489329872611465,1,"D-amino acid metabolic process",4
"80","GO:0051124","synaptic assembly at neuromuscular junct...",154,4,2.91,2923,0.33306,0.04494,0.980265200136846,1,"adherens junction maintenance",2
"81","GO:0048015","phosphatidylinositol-mediated signaling",43,3,0.81,795,0.04729,0.04729,0.5085448375,1,"phosphatidylinositol-mediated signaling",1
"82","GO:1900034","regulation of cellular response to heat",43,3,0.81,796,0.04729,0.04729,0.5085448375,1,"response to radiation",2
"83","GO:1901673","regulation of mitotic spindle assembly",19,2,0.36,813,0.04929,0.04929,0.515032933333333,1,"protein homotetramerization",4
