"","GO.ID","Term","Annotated","Significant","Expected","Rank in classicFisher","classicFisher","weightFisher","bh_adjust","bh_adjust_weight","ParentTerm","N_in_Parent"
"47","GO:0008543","fibroblast growth factor receptor signal...",102,10,2.33,21,1e-04,0.03341,0.0394304166666667,1,"positive regulation of canonical Wnt signaling pathway",7
"48","GO:0035567","non-canonical Wnt signaling pathway",70,4,1.6,849,0.07522,0.03397,0.759527769953051,1,"positive regulation of canonical Wnt signaling pathway",7
"49","GO:1902946","protein localization to early endosome",13,2,0.3,564,0.0342,0.0342,0.515276007005254,1,"protein localization to early endosome",2
"50","GO:0001708","cell fate specification",205,10,4.67,420,0.01877,0.03673,0.382265377358491,1,"negative regulation of cell fate commitment",2
"51","GO:0032504","multicellular organism reproduction",1404,39,32.01,984,0.10403,0.03697,0.858277594936709,1,"multicellular organism reproduction",2
"52","GO:0006654","phosphatidic acid biosynthetic process",33,3,0.75,598,0.03857,0.03857,0.543704067524116,1,"arachidonic acid metabolic process",6
"53","GO:0034122","negative regulation of toll-like recepto...",14,2,0.32,609,0.03931,0.03931,0.543704067524116,1,"response to bacterium",6
"54","GO:0046929","negative regulation of neurotransmitter ...",14,2,0.32,611,0.03931,0.03931,0.543704067524116,1,"negative regulation of smoothened signaling pathway",4
"55","GO:1903361","protein localization to basolateral plas...",14,2,0.32,613,0.03931,0.03931,0.543704067524116,1,"protein localization to early endosome",2
"56","GO:0038202","TORC1 signaling",63,3,1.44,1579,0.1732,0.03935,0.942466540164453,1,"TORC1 signaling",1
"57","GO:0097164","ammonium ion metabolic process",142,7,3.24,642,0.04352,0.04352,0.573277291666667,1,"ammonium ion metabolic process",1
"58","GO:0090090","negative regulation of canonical Wnt sig...",113,6,2.58,645,0.04417,0.04417,0.573277291666667,1,"positive regulation of canonical Wnt signaling pathway",7
"59","GO:0007178","transmembrane receptor protein serine/th...",245,10,5.59,727,0.05353,0.04426,0.63345060522696,1,"positive regulation of canonical Wnt signaling pathway",7
"60","GO:0007308","oocyte construction",116,6,2.64,696,0.0491,0.04452,0.604613072625698,1,"multicellular organism reproduction",2
"61","GO:0071044","histone mRNA catabolic process",15,2,0.34,652,0.04469,0.04469,0.573277291666667,1,"negative regulation of DNA-templated transcription",4
"62","GO:0001710","mesodermal cell fate commitment",36,3,0.82,688,0.04806,0.0448,0.595763948126801,1,"ectoderm development",3
"63","GO:0039529","RIG-I signaling pathway",16,2,0.36,705,0.05032,0.04492,0.604613072625698,1,"response to bacterium",6
"64","GO:0045944","positive regulation of transcription by ...",697,23,15.89,674,0.04542,0.04542,0.579745192878338,1,"negative regulation of DNA-templated transcription",4
"65","GO:0006873","intracellular monoatomic ion homeostasis",446,9,10.17,3648,0.69491,0.0456,1,1,"intracellular monoatomic ion homeostasis",1
"66","GO:0006955","immune response",962,36,21.93,110,0.00175,0.04607,0.133907565217391,1,"response to bacterium",6
"67","GO:0022008","neurogenesis",1455,42,33.17,741,0.05722,0.04631,0.664239716981132,1,"ventral cord development",3
"68","GO:0006820","monoatomic anion transport",401,12,9.14,1731,0.20426,0.04791,0.978662466887417,1,"monoatomic anion transport",1
"69","GO:0040036","regulation of fibroblast growth factor r...",45,5,1.03,157,0.00341,0.04923,0.185174329268293,1,"positive regulation of canonical Wnt signaling pathway",7
