"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0002927","C20:2",5,2,1.81,"0.59572","0.979613"
"LION:0002933","C22:2",5,2,1.81,"0.59572","0.979613"
"LION:0012082","plasma membrane",185,66,67.06,"0.60128","0.979613"
"LION:0012010","membrane component",537,192,194.66,"0.65293","1.000000"
"LION:0002957","fatty acid with 18 carbons",47,16,17.04,"0.67930","1.000000"
"LION:0001741","below average transition temperature",18,6,6.52,"0.68711","1.000000"
"LION:0002934","C22:3",6,2,2.17,"0.70452","1.000000"
"LION:0000035","monoalkylglycerophosphocholines [GP0106]",3,1,1.09,"0.74131","1.000000"
"LION:0002926","C20:1",3,1,1.09,"0.74131","1.000000"
"LION:0002986","C26:6",3,1,1.09,"0.74131","1.000000"
"LION:0022272","C25:0",3,1,1.09,"0.74131","1.000000"
"LION:0002954","fatty acid with 15 carbons",16,5,5.8,"0.74711","1.000000"
"LION:0000465","neutral intrinsic curvature",190,65,68.88,"0.76487","1.000000"
"LION:0002976","fatty acid with more than 3 double bonds",85,28,30.81,"0.78041","1.000000"
"LION:0000084","ceramide phosphocholines (sphingomyelins) [SP0301]",23,7,8.34,"0.78731","1.000000"
"LION:0002935","C22:4",7,2,2.54,"0.78772","1.000000"
"LION:0002938","C24:0",7,2,2.54,"0.78772","1.000000"
"LION:0000004","sphingolipids [SP]",197,67,71.41,"0.78820","1.000000"
"LION:0002972","fatty acid with 4 double bonds",27,8,9.79,"0.82227","1.000000"
"LION:0000014","glycerophosphoglycerols [GP04]",4,1,1.45,"0.83534","1.000000"
"LION:0000088","sulfoglycosphingolipids (sulfatides) [SP0602]",4,1,1.45,"0.83534","1.000000"
"LION:0000619","monoacylglycerols [GL0101]",4,1,1.45,"0.83534","1.000000"
"LION:0002936","C22:5",4,1,1.45,"0.83534","1.000000"
"LION:0002987","C26:7",4,1,1.45,"0.83534","1.000000"
"LION:0002977","fatty acid with 3-5 double bonds",73,23,26.46,"0.84082","1.000000"
"LION:0000728","diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]",8,2,2.9,"0.84956","1.000000"
"LION:0080969","low bilayer thickness",8,2,2.9,"0.84956","1.000000"
"LION:0080979","high lateral diffusion",8,2,2.9,"0.84956","1.000000"
"LION:0002940","C24:2",15,4,5.44,"0.85330","1.000000"
"LION:0001736","low transition temperature",12,3,4.35,"0.86994","1.000000"
"LION:0002921","C18:0",19,5,6.89,"0.87667","1.000000"
"LION:0012080","endoplasmic reticulum (ER)",411,140,148.99,"0.88960","1.000000"
"LION:0000031","1-alkyl,2-acylglycerophosphocholines [GP0102]",124,39,44.95,"0.90023","1.000000"
"LION:0002929","C20:4",10,2,3.62,"0.92677","1.000000"
"LION:0000095","headgroup with positive charge / zwitter-ion",272,89,98.6,"0.92900","1.000000"
"LION:0000608","1-alkyl,2-acylglycerols [GL0202]",28,7,10.15,"0.93054","1.000000"
"LION:0022236","C17:2",6,1,2.17,"0.93339","1.000000"
"LION:0002971","fatty acid with 3 double bonds",33,8,11.96,"0.95331","1.000000"
"LION:0000013","glycerophosphoserines [GP03]",8,1,2.9,"0.97311","1.000000"
"LION:0022229","C15:0",8,1,2.9,"0.97311","1.000000"
"LION:0012011","lipid storage",201,61,72.86,"0.97827","1.000000"
"LION:0012084","lipid droplet",201,61,72.86,"0.97827","1.000000"
"LION:0000604","triradylglycerols [GL03]",200,60,72.5,"0.98339","1.000000"
"LION:0000003","glycerophospholipids [GP]",278,86,100.77,"0.98654","1.000000"
"LION:0002924","C18:3",10,1,3.62,"0.98917","1.000000"
"LION:0000467","contains ether-bond",149,40,54.01,"0.99657","1.000000"
"LION:0012017","hexosylceramides",16,1,5.8,"0.99930","1.000000"
"LION:0000011","glycerophosphoethanolamines [GP02]",33,3,11.96,"0.99994","1.000000"
"LION:0000623","alkyldiacylglycerols [GL0302]",80,14,29,"0.99996","1.000000"
"LION:0012081","mitochondrion",44,5,15.95,"0.99997","1.000000"
"LION:0000012","glycerophosphoinositols [GP06]",8,0,2.9,"1.00000","1.000000"
"LION:0000038","diacylglycerophosphoethanolamines [GP0201]",4,0,1.45,"1.00000","1.000000"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",21,0,7.61,"1.00000","1.000000"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",3,0,1.09,"1.00000","1.000000"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",6,0,2.17,"1.00000","1.000000"
"LION:0000053","diacylglycerophosphoserines [GP0301]",6,0,2.17,"1.00000","1.000000"
"LION:0000059","diacylglycerophosphoglycerols [GP0401]",3,0,1.09,"1.00000","1.000000"
"LION:0000254","C12:0",4,0,1.45,"1.00000","1.000000"
"LION:0001734","contains vinyl ether bond (plasmalogen)",3,0,1.09,"1.00000","1.000000"
