"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000619","monoacylglycerols [GL0101]",3,0,0.09,"1.00000","1.00000"
"LION:0000728","diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]",3,0,0.09,"1.00000","1.00000"
"LION:0001734","contains vinyl ether bond (plasmalogen)",4,0,0.12,"1.00000","1.00000"
"LION:0001735","very low transition temperature",4,0,0.12,"1.00000","1.00000"
"LION:0001736","low transition temperature",3,0,0.09,"1.00000","1.00000"
"LION:0001737","average transition temperature",8,0,0.23,"1.00000","1.00000"
"LION:0001738","high transition temperature",4,0,0.12,"1.00000","1.00000"
"LION:0001741","below average transition temperature",7,0,0.2,"1.00000","1.00000"
"LION:0001742","fatty acids and conjugates [FA01]",26,0,0.75,"1.00000","1.00000"
"LION:0002924","C18:3",9,0,0.26,"1.00000","1.00000"
"LION:0002928","C20:3",3,0,0.09,"1.00000","1.00000"
"LION:0002929","C20:4",7,0,0.2,"1.00000","1.00000"
"LION:0002931","C22:0",3,0,0.09,"1.00000","1.00000"
"LION:0002933","C22:2",3,0,0.09,"1.00000","1.00000"
"LION:0002934","C22:3",3,0,0.09,"1.00000","1.00000"
"LION:0002935","C22:4",7,0,0.2,"1.00000","1.00000"
"LION:0002936","C22:5",3,0,0.09,"1.00000","1.00000"
"LION:0002937","C22:6",3,0,0.09,"1.00000","1.00000"
"LION:0002938","C24:0",5,0,0.14,"1.00000","1.00000"
"LION:0002939","C24:1",5,0,0.14,"1.00000","1.00000"
"LION:0002940","C24:2",10,0,0.29,"1.00000","1.00000"
"LION:0002950","fatty acid with 22-24 carbons",51,0,1.47,"1.00000","1.00000"
"LION:0002951","fatty acid with more than 24 carbons",20,0,0.58,"1.00000","1.00000"
"LION:0002953","fatty acid with 14 carbons",8,0,0.23,"1.00000","1.00000"
"LION:0002958","fatty acids with 19 carbons",5,0,0.14,"1.00000","1.00000"
"LION:0002959","fatty acid with 20 carbons",17,0,0.49,"1.00000","1.00000"
"LION:0002961","fatty acid with 22 carbons",23,0,0.66,"1.00000","1.00000"
"LION:0002962","fatty acid with 23 carbons",5,0,0.14,"1.00000","1.00000"
"LION:0002963","fatty acid with 24 carbons",23,0,0.66,"1.00000","1.00000"
"LION:0002964","fatty acid with 25 carbons",6,0,0.17,"1.00000","1.00000"
"LION:0002965","fatty acid with 26 carbons",14,0,0.4,"1.00000","1.00000"
"LION:0002971","fatty acid with 3 double bonds",20,0,0.58,"1.00000","1.00000"
"LION:0002973","fatty acid with 5 double bonds",8,0,0.23,"1.00000","1.00000"
"LION:0002974","fatty acid with 6 double bonds",4,0,0.12,"1.00000","1.00000"
"LION:0002978","fatty acid with more than 5 double bonds",7,0,0.2,"1.00000","1.00000"
"LION:0002982","C26:2",5,0,0.14,"1.00000","1.00000"
"LION:0002987","C26:7",3,0,0.09,"1.00000","1.00000"
"LION:0012017","hexosylceramides",10,0,0.29,"1.00000","1.00000"
"LION:0012081","mitochondrion",30,0,0.86,"1.00000","1.00000"
"LION:0022230","C15:1",7,0,0.2,"1.00000","1.00000"
"LION:0022236","C17:2",3,0,0.09,"1.00000","1.00000"
"LION:0022263","C21:2",3,0,0.09,"1.00000","1.00000"
"LION:0022267","C23:1",3,0,0.09,"1.00000","1.00000"
"LION:0080968","very low bilayer thickness",4,0,0.12,"1.00000","1.00000"
"LION:0080969","low bilayer thickness",5,0,0.14,"1.00000","1.00000"
"LION:0080970","average bilayer thickness",4,0,0.12,"1.00000","1.00000"
"LION:0080971","high bilayer thickness",5,0,0.14,"1.00000","1.00000"
"LION:0080973","below average bilayer thickness",9,0,0.26,"1.00000","1.00000"
"LION:0080974","above average bilayer thickness",6,0,0.17,"1.00000","1.00000"
"LION:0080977","low lateral diffusion",6,0,0.17,"1.00000","1.00000"
"LION:0080978","average lateral diffusion",8,0,0.23,"1.00000","1.00000"
"LION:0080979","high lateral diffusion",4,0,0.12,"1.00000","1.00000"
"LION:0080980","very high lateral diffusion",4,0,0.12,"1.00000","1.00000"
"LION:0080982","above average lateral diffusion",7,0,0.2,"1.00000","1.00000"
