"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000002","glycerolipids [GL]",324,2,9.74,"0.99995","1.000"
"LION:0000094","headgroup with neutral charge",332,2,9.98,"0.99997","1.000"
"LION:0000011","glycerophosphoethanolamines [GP02]",25,0,0.75,"1.00000","1.000"
"LION:0000012","glycerophosphoinositols [GP06]",8,0,0.24,"1.00000","1.000"
"LION:0000014","glycerophosphoglycerols [GP04]",3,0,0.09,"1.00000","1.000"
"LION:0000030","diacylglycerophosphocholines [GP0101]",30,0,0.9,"1.00000","1.000"
"LION:0000038","diacylglycerophosphoethanolamines [GP0201]",4,0,0.12,"1.00000","1.000"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",13,0,0.39,"1.00000","1.000"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",4,0,0.12,"1.00000","1.000"
"LION:0000043","monoalkylglycerophosphoethanolamines [GP0206]",3,0,0.09,"1.00000","1.000"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",6,0,0.18,"1.00000","1.000"
"LION:0000084","ceramide phosphocholines (sphingomyelins) [SP0301]",14,0,0.42,"1.00000","1.000"
"LION:0000254","C12:0",3,0,0.09,"1.00000","1.000"
"LION:0000259","C14:0",3,0,0.09,"1.00000","1.000"
"LION:0000604","triradylglycerols [GL03]",179,0,5.38,"1.00000","1.000"
"LION:0000608","1-alkyl,2-acylglycerols [GL0202]",24,0,0.72,"1.00000","1.000"
"LION:0000619","monoacylglycerols [GL0101]",3,0,0.09,"1.00000","1.000"
"LION:0000622","triacylglycerols [GL0301]",115,0,3.46,"1.00000","1.000"
"LION:0000623","alkyldiacylglycerols [GL0302]",64,0,1.92,"1.00000","1.000"
"LION:0001734","contains vinyl ether bond (plasmalogen)",4,0,0.12,"1.00000","1.000"
"LION:0001735","very low transition temperature",4,0,0.12,"1.00000","1.000"
"LION:0001736","low transition temperature",3,0,0.09,"1.00000","1.000"
"LION:0001737","average transition temperature",8,0,0.24,"1.00000","1.000"
"LION:0001738","high transition temperature",4,0,0.12,"1.00000","1.000"
"LION:0001741","below average transition temperature",7,0,0.21,"1.00000","1.000"
"LION:0002900","C16:1",4,0,0.12,"1.00000","1.000"
"LION:0002921","C18:0",15,0,0.45,"1.00000","1.000"
"LION:0002922","C18:1",3,0,0.09,"1.00000","1.000"
"LION:0002923","C18:2",7,0,0.21,"1.00000","1.000"
"LION:0002924","C18:3",9,0,0.27,"1.00000","1.000"
"LION:0002928","C20:3",3,0,0.09,"1.00000","1.000"
"LION:0002929","C20:4",7,0,0.21,"1.00000","1.000"
"LION:0002931","C22:0",3,0,0.09,"1.00000","1.000"
"LION:0002933","C22:2",3,0,0.09,"1.00000","1.000"
"LION:0002934","C22:3",3,0,0.09,"1.00000","1.000"
"LION:0002935","C22:4",7,0,0.21,"1.00000","1.000"
"LION:0002936","C22:5",3,0,0.09,"1.00000","1.000"
"LION:0002938","C24:0",5,0,0.15,"1.00000","1.000"
"LION:0002940","C24:2",10,0,0.3,"1.00000","1.000"
"LION:0002951","fatty acid with more than 24 carbons",20,0,0.6,"1.00000","1.000"
"LION:0002956","fatty acid with 17 carbons",12,0,0.36,"1.00000","1.000"
"LION:0002957","fatty acid with 18 carbons",32,0,0.96,"1.00000","1.000"
"LION:0002958","fatty acids with 19 carbons",5,0,0.15,"1.00000","1.000"
"LION:0002959","fatty acid with 20 carbons",17,0,0.51,"1.00000","1.000"
"LION:0002962","fatty acid with 23 carbons",5,0,0.15,"1.00000","1.000"
"LION:0002964","fatty acid with 25 carbons",6,0,0.18,"1.00000","1.000"
"LION:0002965","fatty acid with 26 carbons",14,0,0.42,"1.00000","1.000"
"LION:0002971","fatty acid with 3 double bonds",20,0,0.6,"1.00000","1.000"
"LION:0002972","fatty acid with 4 double bonds",20,0,0.6,"1.00000","1.000"
"LION:0002973","fatty acid with 5 double bonds",8,0,0.24,"1.00000","1.000"
"LION:0002977","fatty acid with 3-5 double bonds",48,0,1.44,"1.00000","1.000"
"LION:0002982","C26:2",5,0,0.15,"1.00000","1.000"
"LION:0002987","C26:7",3,0,0.09,"1.00000","1.000"
"LION:0012011","lipid storage",180,0,5.41,"1.00000","1.000"
"LION:0012017","hexosylceramides",10,0,0.3,"1.00000","1.000"
"LION:0012084","lipid droplet",180,0,5.41,"1.00000","1.000"
"LION:0012086","endosome/lysosome",16,0,0.48,"1.00000","1.000"
"LION:0022229","C15:0",5,0,0.15,"1.00000","1.000"
"LION:0022231","C17:0",6,0,0.18,"1.00000","1.000"
"LION:0022234","C17:1",6,0,0.18,"1.00000","1.000"
"LION:0022236","C17:2",3,0,0.09,"1.00000","1.000"
"LION:0022267","C23:1",3,0,0.09,"1.00000","1.000"
"LION:0080968","very low bilayer thickness",4,0,0.12,"1.00000","1.000"
"LION:0080969","low bilayer thickness",5,0,0.15,"1.00000","1.000"
"LION:0080970","average bilayer thickness",4,0,0.12,"1.00000","1.000"
"LION:0080971","high bilayer thickness",5,0,0.15,"1.00000","1.000"
"LION:0080973","below average bilayer thickness",9,0,0.27,"1.00000","1.000"
"LION:0080974","above average bilayer thickness",6,0,0.18,"1.00000","1.000"
"LION:0080977","low lateral diffusion",6,0,0.18,"1.00000","1.000"
"LION:0080978","average lateral diffusion",8,0,0.24,"1.00000","1.000"
"LION:0080979","high lateral diffusion",4,0,0.12,"1.00000","1.000"
"LION:0080980","very high lateral diffusion",4,0,0.12,"1.00000","1.000"
"LION:0080982","above average lateral diffusion",7,0,0.21,"1.00000","1.000"
