Measurement Name :,Meas-641,,Generated On :,"21/06/2023, 14:06:23",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
21.06.23 13:57:40,25.05,316.72,350.88,360.66,192.48,335.25,310.03,349.49,281.98,270.38,354.13,372.91,254.29,361.6,347.18,351.81,242.19,327.52,318.96,369.12,215.6,363.94,314.49,363.01,315.38,,15,965,34,24.66,
21.06.23 13:57:55,25.3,318.96,351.35,360.66,191.69,336.16,309.59,349.03,281.98,270.81,353.67,373.85,253.87,363.94,346.72,351.35,240.53,324.81,318.96,368.65,215.2,364.41,314.93,363.47,315.83,,15,965,34,24.66,
21.06.23 13:58:10,25.55,318.07,350.42,359.73,192.48,335.25,309.14,349.03,282.41,269.96,352.27,372.91,249.69,364.88,345.8,350.88,237.64,321.66,318.51,369.59,212.78,364.41,313.59,362.54,315.83,,15,965,34,24.68,
21.06.23 13:58:25,25.8,317.62,349.96,359.73,191.3,332.97,309.14,349.49,283.28,268.68,352.27,372.91,244.68,362.54,346.26,351.35,238.05,322.11,316.27,367.71,209.97,361.6,315.38,361.6,310.92,,15,965,34,24.68,
21.06.23 13:58:40,26.05,317.62,350.42,359.26,189.73,334.79,308.7,348.11,281.55,266.97,353.2,372.43,240.95,363.01,344.88,350.88,237.64,318.96,315.38,367.24,206.77,361.6,314.04,362.54,309.59,,15,965,34,24.68,
21.06.23 13:58:55,26.3,317.62,350.42,360.19,187.37,333.43,307.37,348.57,275.95,266.55,353.2,372.91,238.05,361.6,344.41,349.96,237.23,315.83,314.93,366.77,208.77,360.66,314.04,362.07,310.92,,15,965,34,24.68,
21.06.23 13:59:10,26.55,317.62,350.88,360.19,185.03,333.88,306.48,348.11,273.38,266.55,353.67,372.91,236.4,360.66,346.26,351.35,238.88,319.86,314.04,368.65,206.77,359.73,312.7,362.07,310.03,,15,965,34,24.68,
21.06.23 13:59:25,26.8,316.27,350.88,360.19,181.9,334.34,306.92,348.11,272.09,262.73,353.67,372.91,236.81,361.13,346.72,350.88,235.99,317.17,314.93,367.71,209.57,363.94,314.93,362.07,314.49,,15,965,34,24.68,
21.06.23 13:59:40,27.05,316.72,350.88,359.26,179.57,334.34,306.92,348.57,269.96,259.77,354.6,372.91,236.4,362.07,345.8,350.88,237.64,318.07,314.04,369.59,211.17,364.41,314.93,362.07,299.86,,15,965,34,24.68,
21.06.23 13:59:55,27.3,315.83,350.42,359.73,180.35,335.25,307.37,347.64,270.81,261.04,353.67,372.43,237.23,359.73,343.95,349.49,238.88,314.04,315.83,367.71,211.58,364.41,314.04,361.13,297.66,,15,965,34,24.69,
21.06.23 14:00:10,27.55,315.83,349.96,359.26,177.63,332.52,305.59,347.64,272.09,263.58,352.74,371.96,235.58,357.86,343.95,349.49,238.47,311.36,314.93,367.24,212.38,365.82,315.38,363.01,296.78,,15,965,34,24.69,
21.06.23 14:00:25,27.8,314.04,349.49,359.26,175.69,331.15,305.15,347.18,269.96,262.73,351.81,372.91,235.17,355.06,341.66,349.96,235.99,309.14,315.83,367.71,212.38,366.77,316.27,359.26,296.34,,15,965,34,24.69,
21.06.23 14:00:40,28.05,314.93,349.96,359.26,178.79,332.06,305.59,347.18,268.68,262.73,352.27,372.91,235.99,356.46,342.57,349.96,232.7,311.81,315.83,367.71,212.78,367.71,316.72,359.73,294.15,,15,965,34,24.71,
21.06.23 14:00:55,28.3,313.59,349.03,359.73,178.79,331.61,304.27,347.18,266.55,261.46,354.13,371.96,235.17,355.99,343.95,349.49,233.11,309.59,315.83,368.18,211.58,365.82,314.93,359.73,295.03,,15,965,34,24.69,
21.06.23 14:01:10,28.55,313.15,349.49,359.26,176.47,332.06,303.82,347.18,267.83,260.19,355.06,372.43,235.99,356.46,343.03,350.42,231.88,310.92,316.27,368.18,207.17,366.29,314.04,361.6,297.66,,15,965,34,24.69,
21.06.23 14:01:25,28.8,312.26,349.03,358.79,176.85,331.61,303.38,345.8,265.7,258.5,353.2,371.96,234.34,355.53,342.12,349.96,228.6,309.14,314.93,366.77,207.17,362.07,315.38,361.6,295.47,,15,965,34,24.72,
21.06.23 14:01:40,29.05,312.7,348.57,359.26,175.3,331.15,303.38,346.72,263.58,258.08,353.2,372.91,233.11,355.06,343.49,351.35,227.78,309.59,315.83,366.77,203.97,363.47,315.38,359.26,296.78,,15,965,34,24.72,
21.06.23 14:01:55,29.3,313.59,348.11,359.26,174.92,330.24,302.06,345.8,263.58,255.55,353.67,371.96,229.83,356.92,343.49,350.42,225.34,308.25,315.38,368.18,201.98,367.71,312.7,359.73,301.18,,15,965,34,24.72,
21.06.23 14:02:10,29.55,313.59,347.18,358.79,172.99,328.88,302.5,345.8,261.46,255.55,354.13,371.01,231.47,355.53,342.57,350.42,220.86,307.37,315.83,367.71,198.01,370.07,313.15,359.26,304.27,,15,965,34,24.72,
21.06.23 14:02:25,29.8,313.15,347.64,359.26,169.9,329.79,301.62,345.8,260.19,254.29,353.67,371.49,224.93,354.13,343.49,349.96,220.86,307.81,317.62,366.77,193.66,367.71,313.59,360.19,304.71,,15,965,34,24.72,
21.06.23 14:02:40,30.05,312.26,349.03,359.26,167.21,327.98,300.74,344.88,255.55,256.82,353.2,371.01,221.27,353.67,344.41,350.42,221.27,308.7,317.62,366.29,192.48,366.29,314.04,359.73,306.92,,15,965,34,24.72,
21.06.23 14:02:55,30.3,314.49,348.11,358.79,165.68,327.98,299.86,344.88,254.71,256.4,353.67,371.96,216.81,354.6,342.12,349.49,218.84,306.48,317.17,367.24,192.48,371.49,314.04,360.19,301.62,,15,965,34,24.72,
21.06.23 14:03:10,30.55,313.15,347.64,359.73,164.53,328.88,298.98,344.88,252.2,256.4,352.74,371.49,214.8,355.06,340.74,351.81,215.6,306.48,317.17,365.82,195.24,369.59,313.15,360.66,303.38,,15,965,34,24.72,
21.06.23 14:03:25,30.8,311.36,347.64,359.26,162.62,328.43,301.18,344.41,252.62,256.4,352.27,371.01,213.99,355.53,340.28,350.42,217.22,306.48,317.17,366.77,193.27,363.94,312.7,359.73,303.82,,15,965,34,24.72,
21.06.23 14:03:40,31.05,307.81,347.18,359.26,159.57,327.98,299.42,344.41,252.62,254.71,352.74,370.54,208.77,355.99,338.45,350.42,215.6,306.92,316.27,366.29,190.51,364.41,314.04,359.73,303.38,,15,965,34,24.72,
21.06.23 14:03:55,31.3,308.7,347.18,358.79,161.86,326.62,298.98,343.95,251.78,256.82,350.88,371.49,209.17,355.06,340.28,349.96,215.2,309.59,314.93,365.35,191.3,360.66,314.49,357.39,303.38,,15,965,34,24.73,
21.06.23 14:04:10,31.55,307.37,347.18,358.79,161.86,326.62,298.98,343.95,251.78,256.4,350.42,372.43,207.57,352.27,338.91,349.96,216.01,309.14,316.27,365.35,188.94,357.86,311.81,357.39,302.5,,15,965,34,24.73,
21.06.23 14:04:25,31.8,305.15,346.26,359.26,160.71,326.62,298.1,343.03,252.62,256.82,350.88,371.49,208.37,352.74,339.82,349.49,219.24,307.81,314.93,367.71,188.16,356.92,313.15,358.79,303.82,,15,965,34,24.73,
21.06.23 14:04:40,32.05,305.15,346.72,359.26,162.62,326.17,296.78,343.95,252.62,256.4,349.96,372.43,211.17,352.74,338.45,350.88,218.43,306.48,314.04,366.77,187.77,357.39,312.7,358.32,296.78,,15,965,34,24.73,
21.06.23 14:04:55,32.3,306.04,346.26,359.26,160.71,326.17,296.34,343.49,252.2,256.4,350.88,371.01,214.8,351.35,339.36,350.42,220.86,307.81,314.49,364.41,186.98,359.26,310.47,358.32,294.59,,15,965,34,24.75,
21.06.23 14:05:10,32.55,306.04,346.72,359.73,160.71,327.52,296.78,342.12,251.78,252.62,350.88,371.49,211.98,347.64,339.36,350.42,220.46,306.92,314.49,365.82,186.98,356.92,310.47,359.26,294.59,,15,965,34,24.76,
21.06.23 14:05:25,32.8,304.71,346.26,359.26,161.48,327.52,296.34,342.12,251.78,251.36,350.42,370.07,209.57,347.64,336.62,349.49,218.84,303.38,314.93,364.41,185.42,354.13,308.7,356.46,290.22,,15,965,34,24.75,
