Measurement Name :,20230626_SDR641_Run05_Plate09_PR,,Generated On :,"26/06/2023, 11:02:40",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.06.23 09:30:51,6.53,185.14,190.39,193.71,186.91,196.55,184.08,190.55,186.58,191.87,185.4,183.55,189.46,180.68,179.41,189.03,187.41,184.34,181.45,197.48,185.71,183.82,186.7,184.32,179.01,,30,965,33,27.65,
26.06.23 09:31:06,6.78,184.88,190.13,194.24,185.87,196.01,183.56,190.29,186.33,190.79,185.67,184.33,184.57,180.16,178.64,190.61,187.93,184.86,181.45,197.21,186.52,182.52,186.44,181.51,180.01,,30,965,33,27.66,
26.06.23 09:31:21,7.03,185.67,190.13,193.98,185.87,197.62,184.08,191.08,186.58,192.14,185.67,182.27,184.57,180.16,178.9,190.35,186.89,187.47,181.18,196.68,186.79,181.48,186.96,181,180.01,,30,965,33,27.69,
26.06.23 09:31:36,7.28,186.46,191.98,193.98,186.65,196.82,183.3,191.08,186.58,191.6,184.87,182.27,186.37,179.63,178.12,192.19,187.15,187.21,183.83,197.74,187.87,182.52,187.49,181.51,181.27,,30,965,33,27.72,
26.06.23 09:31:51,7.53,188.05,191.45,194.5,188.73,197.09,184.34,190.03,186.33,191.06,184.35,179.45,188.42,179.9,177.09,194.3,187.93,186.69,183.83,196.94,186.79,182.26,187.23,179.98,180.27,,30,965,33,27.74,
26.06.23 09:32:06,7.78,188.05,190.92,194.5,187.43,197.35,181.74,191.08,186.83,191.33,184.35,182.78,185.85,178.85,177.61,193.77,190.26,187.99,182.5,196.68,188.41,184.33,186.18,179.73,178.51,,30,965,33,27.75,
26.06.23 09:32:21,8.03,187.79,186.96,194.5,186.39,197.35,182.78,190.82,186.83,191.06,185.4,180.22,185.85,178.07,177.09,192.45,191.03,186.69,182.24,197.48,188.68,185.12,187.49,182.27,178,,30,965,33,27.76,
26.06.23 09:32:36,8.28,186.2,184.6,193.98,184.58,197.89,181.48,190.82,186.83,191.33,187.51,181.24,185.6,178.07,176.32,193.24,189.74,186.16,180.39,197.74,189.23,185.64,185.13,181.76,180.52,,30,965,33,27.78,
26.06.23 09:32:51,8.53,184.61,185.65,194.5,183.55,197.62,183.3,190.82,186.58,190.79,184.87,181.24,183.81,178.59,176.84,193.51,188.18,185.38,180.39,198.27,190.04,184.59,186.44,181.51,178.76,,30,965,33,27.78,
26.06.23 09:33:06,8.78,184.09,185.65,194.24,185.62,197.62,182.78,191.86,186.07,189.72,184.35,181.76,182.79,177.29,177.09,189.03,190.26,186.42,182.5,198.54,189.23,187.46,186.18,181.76,177.25,,30,965,33,27.79,
26.06.23 09:33:21,9.03,183.03,185.13,193.98,185.1,197.89,182,191.86,184.3,189.18,182.77,179.71,182.79,177.81,176.58,186.94,188.7,185.64,183.03,197.74,187.6,184.33,186.18,182.27,177.25,,30,965,33,27.8,
26.06.23 09:33:36,9.28,183.3,184.6,195.03,184.07,197.35,181.74,191.6,185.31,184.89,182.51,180.22,183.81,178.33,176.84,185.9,189.48,183.3,180.92,198.01,186.79,185.64,186.7,181.51,177.5,,30,965,33,27.82,
26.06.23 09:33:51,9.53,182.77,184.08,194.5,184.84,198.43,181.22,190.82,186.07,183.56,185.14,181.76,182.53,176,176.84,186.16,188.96,182.52,178.03,197.48,186.79,185.38,186.7,184.32,177.5,,30,965,33,27.83,
26.06.23 09:34:06,9.78,182.77,183.3,194.5,185.62,198.43,181.22,192.12,185.06,183.3,184.87,179.2,181.77,175.74,175.55,187.46,192.33,183.04,178.56,197.21,187.33,185.64,186.96,183.04,178,,30,965,33,27.83,
26.06.23 09:34:22,10.05,181.72,184.34,194.24,185.87,198.43,179.41,190.55,185.82,184.63,184.87,179.45,182.02,177.81,175.55,185.38,193.38,182.78,179.61,197.74,187.33,185.9,186.96,181.26,177,,30,965,33,27.85,
26.06.23 09:34:37,10.3,182.24,182.25,194.77,183.81,197.09,180.96,190.82,185.06,184.63,184.35,180.22,184.06,177.55,175.81,185.9,192.33,185.12,178.56,197.48,186.79,187.2,186.44,181.76,177.25,,30,965,33,27.86,
26.06.23 09:34:52,10.55,183.56,181.47,195.3,186.39,198.16,180.19,191.34,187.09,185.16,182.77,180.48,181.51,178.33,176.58,186.42,192.33,186.69,180.92,199.87,188.14,185.9,186.96,182.53,177.75,,30,965,33,27.9,
26.06.23 09:35:07,10.8,184.88,181.99,194.77,186.13,197.89,180.71,191.08,187.09,185.43,183.3,180.48,182.53,178.07,177.35,187.2,192.86,185.38,181.98,198.81,188.41,184.59,187.49,188.69,177.75,,30,965,33,27.91,
26.06.23 09:35:22,11.05,185.67,182.25,195.56,185.87,198.43,180.45,191.6,187.34,186.23,183.03,180.73,182.28,176.77,176.84,186.94,194.95,183.56,181.18,199.34,189.5,185.12,188.54,191.54,178.51,,30,965,33,27.96,
26.06.23 09:35:37,11.3,184.35,182.25,195.3,186.13,198.7,180.19,190.55,185.82,186.23,184.35,178.43,182.02,176.77,176.07,186.42,195.99,184.6,180.39,199.34,187.87,186.42,188.54,189.47,177,,30,965,33,28,
26.06.23 09:35:52,11.55,183.03,181.99,195.82,184.07,198.97,180.45,190.03,186.33,186.76,184.35,179.2,182.28,176.26,176.32,188.51,192.33,182.78,179.87,199.07,189.77,186.16,187.49,192.58,178.25,,30,965,33,28.04,
26.06.23 09:36:07,11.8,181.98,182.51,195.56,182.78,198.7,181.74,190.29,186.83,186.76,181.72,178.94,182.79,174.7,177.61,189.82,191.55,182.78,179.61,199.61,189.23,185.12,186.44,192.06,180.01,,30,965,33,28.07,
26.06.23 09:36:22,12.05,181.98,182.77,196.35,185.36,198.97,183.04,189.77,187.09,186.23,181.72,177.93,183.81,175.48,176.07,190.61,191.03,183.56,180.39,200.68,189.77,185.9,187.23,186.89,180.52,,30,965,33,28.1,
26.06.23 09:36:37,12.3,180.93,183.3,196.09,184.07,198.97,180.71,188.73,186.33,186.76,181.2,177.16,183.3,176.52,176.32,190.87,191.81,184.6,180.66,199.61,189.23,184.59,187.23,185.86,178.25,,30,965,33,28.11,
26.06.23 09:36:52,12.55,180.93,183.04,196.35,185.1,198.43,180.19,188.21,186.07,187.84,181.2,182.53,183.04,175.22,176.32,190.08,192.33,183.04,177.77,199.34,188.41,182,188.28,183.3,178.51,,30,965,33,28.13,
26.06.23 09:37:07,12.8,180.41,183.56,197.14,180.47,199.24,178.9,187.43,185.06,185.7,183.3,179.71,184.83,173.93,176.84,189.03,192.33,182.78,175.16,199.61,188.14,184.33,188.28,185.6,177.5,,30,965,33,28.14,
26.06.23 09:37:22,13.05,180.15,184.34,196.62,180.73,198.7,178.64,187.43,186.07,186.76,182.77,178.18,185.85,171.1,176.84,188.25,191.81,182.78,176.72,200.14,190.58,183.56,190.13,184.58,176.5,,30,965,33,28.16,
26.06.23 09:37:37,13.3,181.19,186.44,196.88,181.24,199.78,180.45,186.91,186.58,188.1,181.2,179.45,183.81,172.64,178.12,189.03,193.64,182.26,177.25,199.61,188.95,184.08,189.34,184.06,175.25,,30,965,33,28.19,
26.06.23 09:37:52,13.55,181.72,187.23,197.14,180.99,199.51,179.41,187.17,187.85,187.03,181.98,180.22,183.04,173.41,178.9,188.77,192.6,180.96,177.51,201.48,189.77,184.59,190.13,184.32,176,,30,965,33,28.21,
26.06.23 09:38:07,13.8,179.89,186.96,197.41,180.99,199.24,179.41,186.65,189.88,188.1,181.98,178.69,183.55,174.45,178.38,189.82,192.07,182.52,174.9,199.34,188.41,184.33,189.86,182.27,173.51,,30,965,33,28.22,
26.06.23 09:38:22,14.05,178.58,186.44,197.94,180.99,199.78,179.16,187.69,186.07,188.1,184.35,176.91,183.81,173.41,179.41,189.03,192.86,183.82,174.38,200.68,187.33,185.64,190.13,182.02,173.76,,30,965,33,28.26,
26.06.23 09:38:37,14.3,177.8,185.39,197.41,181.75,199.78,176.07,186.91,185.57,188.91,183.56,175.13,184.06,172.38,178.9,188.77,190.77,182,173.6,200.14,188.14,184.08,189.34,181.76,175.25,,30,965,33,28.26,
26.06.23 09:38:52,14.55,178.32,184.08,197.94,182.78,199.78,177.1,187.69,185.57,188.64,184.35,175.89,186.62,171.35,179.67,188.25,191.03,182,173.34,200.41,188.95,184.33,189.07,181,174.5,,30,965,33,28.28,
26.06.23 09:39:07,14.8,178.58,183.82,199,182.78,200.05,177.1,187.95,186.33,188.37,185.4,177.42,183.04,170.84,179.67,189.03,192.33,181.48,174.64,200.14,190.31,181.48,189.34,181.26,173.51,,30,965,33,28.29,
26.06.23 09:39:22,15.05,178.58,183.04,197.67,179.71,199.24,178.64,186.91,185.82,190.25,184.35,176.65,184.06,169.56,180.7,189.3,191.29,180.44,173.08,201.48,187.33,181.22,187.49,181.76,174.01,,30,965,33,28.3,
26.06.23 09:39:37,15.3,178.84,184.6,198.73,180.47,199.24,177.61,187.43,185.82,188.91,184.35,176.15,183.81,170.33,178.9,189.56,191.55,181.22,172.04,200.14,187.87,180.71,188.28,179.73,175,,30,965,33,28.32,
26.06.23 09:39:52,15.55,179.1,184.87,198.73,180.22,200.05,175.82,187.69,185.82,188.64,181.46,176.65,183.04,169.82,178.12,188.77,192.86,182.26,170.74,200.41,188.14,182,188.28,180.49,173.76,,30,965,33,28.32,
26.06.23 09:40:07,15.8,179.89,184.6,199.27,178.94,199.24,176.59,187.43,186.07,189.99,180.15,176.65,183.3,170.33,177.09,188.77,192.33,184.86,170.74,200.94,185.98,183.3,188.81,181.26,175.25,,30,965,33,28.33,
26.06.23 09:40:22,16.05,181.19,183.56,198.47,180.99,199.24,175.82,187.43,187.34,189.18,181.46,175.39,183.81,170.07,178.64,187.72,190.51,185.64,172.82,199.87,184.64,182.52,190.92,180.24,175,,30,965,33,28.33,
26.06.23 09:40:37,16.3,180.93,183.82,199,180.99,200.05,176.33,187.43,186.83,188.1,182.25,175.64,184.32,169.82,177.61,188.25,190,186.42,171,201.48,183.56,182.78,189.34,181,174.5,,30,965,33,28.33,
26.06.23 09:40:52,16.55,180.15,183.82,199,180.47,200.32,175.05,188.21,185.31,187.3,181.2,176.15,186.88,170.33,176.58,189.82,188.18,186.16,171.26,199.34,183.03,184.33,184.08,183.04,175.75,,30,965,33,28.36,
26.06.23 09:41:07,16.8,179.89,183.56,199,180.22,200.32,175.56,189.77,186.07,185.43,181.72,175.39,184.06,169.3,179.15,191.4,188.18,186.42,172.56,200.41,184.37,182.26,181.99,184.83,176.25,,30,965,33,28.36,
26.06.23 09:41:22,17.05,180.15,183.3,199.53,179.71,200.32,174.03,188.99,185.82,184.63,179.63,173.87,184.57,167.52,178.12,191.4,188.7,187.47,172.82,199.87,183.3,181.74,182.51,183.04,176.75,,30,965,33,28.38,
26.06.23 09:41:37,17.3,180.41,183.3,199,178.18,199.51,173.52,188.73,185.31,184.63,179.11,171.85,184.32,167.26,179.67,190.08,188.18,188.52,172.3,200.41,182.22,184.59,181.21,184.83,177.5,,30,965,33,28.39,
26.06.23 09:41:52,17.55,179.89,183.3,200.06,179.2,199.24,171.99,188.73,185.06,183.03,179.11,172.1,183.04,167.77,177.86,188.51,186.89,190.1,172.3,200.68,182.22,182.26,180.69,180.24,176.75,,30,965,33,28.39,
26.06.23 09:42:07,17.8,180.15,184.34,200.06,179.96,200.05,172.24,188.99,185.57,183.03,180.94,171.6,184.32,169.82,177.86,188.51,187.93,193.53,171.52,200.94,182.22,183.04,180.95,178.71,175.75,,30,965,33,28.39,
26.06.23 09:42:22,18.05,179.36,183.3,199.53,178.43,199.78,171.23,188.99,184.56,185.16,182.51,171.85,184.06,167.77,177.35,187.72,188.44,191.41,171.26,200.68,181.69,181.74,180.17,177.45,176.75,,30,965,33,28.4,
26.06.23 09:42:37,18.3,179.36,184.08,199.53,175.63,198.97,170.72,188.99,184.81,184.09,180.15,171.1,183.81,169.56,178.64,186.16,188.7,189.04,172.56,200.14,182.49,183.82,180.69,178.46,177.5,,30,965,33,28.4,
26.06.23 09:42:52,18.55,179.36,183.3,199.8,176.39,199.78,171.73,187.43,184.81,182.76,181.72,172.1,184.06,168.28,177.09,184.08,187.15,189.83,173.6,200.14,181.16,181.22,180.17,176.44,176.75,,30,965,33,28.4,
26.06.23 09:43:08,18.82,180.41,184.6,199.8,177.41,199.78,171.48,187.69,185.31,183.56,183.82,169.09,184.06,168.28,177.86,182.78,188.44,188.78,172.82,200.94,180.89,180.71,181.21,178.21,178.76,,30,965,33,28.43,
26.06.23 09:43:23,19.07,180.93,185.91,200.06,178.69,200.59,170.97,186.65,185.82,183.03,183.03,170.6,184.06,167.01,177.09,182.78,189.22,187.99,174.9,200.94,182.49,182,181.99,178.46,179.51,,30,965,33,28.44,
26.06.23 09:43:38,19.32,180.93,187.75,199.53,179.2,200.05,171.48,186.14,184.81,184.63,181.98,167.59,184.06,164.97,174.53,180.45,190,185.9,172.3,200.68,183.03,179.16,182.77,180.75,177.25,,30,965,33,28.49,
26.06.23 09:43:54,19.58,181.19,188.28,200.33,180.73,200.32,170.97,186.91,185.57,183.83,182.77,164.6,184.06,163.7,175.04,181.74,189.74,186.95,173.08,202.28,183.3,179.16,180.95,183.55,178,,30,965,33,28.51,
26.06.23 09:44:09,19.83,180.93,188.28,200.06,180.73,200.86,170.72,186.65,185.31,181.17,181.98,163.61,184.83,162.94,173,183.3,191.29,188.26,170.74,200.41,184.37,177.62,180.43,186.63,179.76,,30,965,33,28.54,
26.06.23 09:44:24,20.08,180.15,188.54,200.6,179.96,200.86,170.72,187.17,185.57,181.17,183.03,164.36,185.85,162.44,172.74,184.08,191.29,186.42,169.45,201.21,183.83,178.13,179.13,185.09,180.52,,30,965,33,28.55,
26.06.23 09:44:39,20.33,179.1,187.23,201.13,178.69,200.32,171.73,186.65,184.3,183.56,181.46,167.34,185.34,162.94,170.96,184.33,192.6,184.6,168.94,202.02,183.3,177.62,179.13,183.55,182.79,,30,965,33,28.55,
26.06.23 09:44:54,20.58,177.54,186.96,200.86,176.65,201.13,171.48,186.65,184.56,182.76,181.98,165.6,185.85,162.19,170.71,182.26,192.07,184.86,167.91,201.21,182.76,177.62,179.65,182.02,179.51,,30,965,33,28.58,
26.06.23 09:45:09,20.83,177.02,185.13,200.06,176.9,200.86,171.48,187.17,185.06,181.7,182.51,165.1,184.57,161.43,169.44,180.97,192.86,186.95,167.65,201.48,182.22,175.82,179.13,182.79,180.01,,30,965,33,28.6,
26.06.23 09:45:24,21.08,176.5,185.65,200.86,176.65,201.4,172.75,186.14,184.81,183.83,182.25,163.86,185.85,164.21,168.93,181.74,194.95,185.64,167.14,202.02,183.83,176.59,177.58,182.79,179.51,,30,965,33,28.6,
26.06.23 09:45:39,21.33,175.98,185.39,200.33,178.18,202.75,175.05,186.4,185.82,182.23,183.82,162.62,188.17,164.46,168.42,179.68,194.42,184.6,166.62,201.48,184.64,176.08,179.91,182.27,180.77,,30,965,33,28.63,
26.06.23 09:45:54,21.58,174.94,185.13,201.66,178.69,200.86,176.07,186.14,186.33,180.91,183.3,162.38,186.62,163.2,168.17,179.93,195.21,182.26,167.39,202.28,183.03,177.1,178.87,182.53,181.78,,30,965,33,28.64,
26.06.23 09:46:09,21.83,174.16,183.3,201.13,179.45,201.67,175.05,187.69,185.57,183.3,182.51,163.12,186.37,162.19,168.42,179.16,197.57,183.56,164.57,202.55,183.83,176.85,179.91,180.49,180.77,,30,965,33,28.66,
26.06.23 09:46:24,22.08,173.9,183.56,201.93,182.27,202.21,174.03,187.43,186.07,184.63,183.03,163.61,185.85,161.68,169.18,179.93,196.26,184.6,164.57,202.02,184.91,176.08,178.62,182.79,182.03,,30,965,33,28.68,
26.06.23 09:46:39,22.33,172.35,185.39,201.66,179.71,202.21,174.79,187.69,186.07,184.09,183.03,164.36,186.62,162.44,170.96,179.93,194.16,185.38,163.55,202.28,182.49,177.36,178.1,181,181.78,,30,965,33,28.71,
26.06.23 09:46:54,22.58,172.35,184.08,202.2,179.96,202.48,176.59,187.17,185.31,182.5,182.51,164.11,186.11,161.18,171.47,180.45,193.38,184.34,164.32,202.82,185.71,175.31,177.84,180.49,180.52,,30,965,33,28.72,
26.06.23 09:49:11,24.87,189.91,204.87,240.35,168.83,125.9,247.97,176.9,174.56,101.53,202.54,129.08,188.68,145.52,169.44,226.18,234.57,124.01,184.62,149.14,295,107.64,237,79.24,155.43,,30,965,33,28.82,965D6-(E1);
26.06.23 09:49:26,25.12,241.77,240.17,399.8,206.96,320.82,232.43,202.43,181.79,150.74,70.26,256.35,350.6,258.44,171.98,235.51,252.3,312.59,122.25,261.11,328.7,371,420.81,197.54,368.98,,30,965,33,28.85,965D6-(E1);
26.06.23 09:49:41,25.37,237.98,317.13,309.08,131.59,265.23,124.77,236.55,247.73,306.53,> 707.6 µmol,< 0 µmol,< 0 µmol,251.59,< 0 µmol,330.25,670.41,< 0 µmol,57.55,378.44,16.02,< 0 µmol,> 707.6 µmol,170.67,338.27,,30,965,33,28.86,965D6-(E1);
26.06.23 09:49:56,25.62,81.7,184.08,< 0 µmol,126.94,101.92,356.55,220.05,661.37,10.56,< 0 µmol,554.04,< 0 µmol,46.6,220.67,640.34,< 0 µmol,< 0 µmol,645.53,605.88,257.59,337.02,39.83,242.97,138.88,,30,965,33,28.9,965D6-(E1);
26.06.23 09:50:11,25.87,315.78,134.12,130.97,348.44,286.2,39.89,291.38,243.2,< 0 µmol,59.9,254.01,< 0 µmol,184.35,> 707.6 µmol,0,122.16,> 707.6 µmol,< 0 µmol,> 707.6 µmol,695.17,283.71,< 0 µmol,20.12,< 0 µmol,,30,965,33,28.91,965D6-(E1);
26.06.23 09:50:26,26.12,127.52,72.63,< 0 µmol,30.6,278.4,71.8,65.3,38.99,105.45,448.23,< 0 µmol,74.24,41.93,454.75,561.42,133.46,126.11,39.36,< 0 µmol,90.31,< 0 µmol,242.78,527.86,199.5,,30,965,33,28.93,965D6-(E1);
26.06.23 09:50:41,26.37,18.68,384.61,587.82,231.98,123.78,27.15,371.13,372.14,233.02,91.37,333.99,< 0 µmol,95.46,> 707.6 µmol,77.84,323.16,> 707.6 µmol,52.53,< 0 µmol,323.58,100.03,< 0 µmol,674.81,320.41,,30,965,33,28.96,965D6-(E1);
