"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000012","glycerophosphoinositols [GP06]",8,0,0.47,"1.0000","1.000"
"LION:0000014","glycerophosphoglycerols [GP04]",3,0,0.18,"1.0000","1.000"
"LION:0000038","diacylglycerophosphoethanolamines [GP0201]",4,0,0.24,"1.0000","1.000"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",4,0,0.24,"1.0000","1.000"
"LION:0000043","monoalkylglycerophosphoethanolamines [GP0206]",3,0,0.18,"1.0000","1.000"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",6,0,0.35,"1.0000","1.000"
"LION:0000254","C12:0",3,0,0.18,"1.0000","1.000"
"LION:0000462","C14:1",5,0,0.29,"1.0000","1.000"
"LION:0000619","monoacylglycerols [GL0101]",3,0,0.18,"1.0000","1.000"
"LION:0000623","alkyldiacylglycerols [GL0302]",64,0,3.76,"1.0000","1.000"
"LION:0000728","diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]",3,0,0.18,"1.0000","1.000"
"LION:0001734","contains vinyl ether bond (plasmalogen)",4,0,0.24,"1.0000","1.000"
"LION:0001735","very low transition temperature",4,0,0.24,"1.0000","1.000"
"LION:0002900","C16:1",4,0,0.24,"1.0000","1.000"
"LION:0002921","C18:0",15,0,0.88,"1.0000","1.000"
"LION:0002922","C18:1",3,0,0.18,"1.0000","1.000"
"LION:0002924","C18:3",9,0,0.53,"1.0000","1.000"
"LION:0002928","C20:3",3,0,0.18,"1.0000","1.000"
"LION:0002929","C20:4",7,0,0.41,"1.0000","1.000"
"LION:0002931","C22:0",3,0,0.18,"1.0000","1.000"
"LION:0002933","C22:2",3,0,0.18,"1.0000","1.000"
"LION:0002934","C22:3",3,0,0.18,"1.0000","1.000"
"LION:0002935","C22:4",7,0,0.41,"1.0000","1.000"
"LION:0002936","C22:5",3,0,0.18,"1.0000","1.000"
"LION:0002937","C22:6",3,0,0.18,"1.0000","1.000"
"LION:0002939","C24:1",5,0,0.29,"1.0000","1.000"
"LION:0002940","C24:2",10,0,0.59,"1.0000","1.000"
"LION:0002949","fatty acid with 19-21 carbons",31,0,1.82,"1.0000","1.000"
"LION:0002958","fatty acids with 19 carbons",5,0,0.29,"1.0000","1.000"
"LION:0002959","fatty acid with 20 carbons",17,0,1,"1.0000","1.000"
"LION:0002960","fatty acid with 21 carbons",9,0,0.53,"1.0000","1.000"
"LION:0002961","fatty acid with 22 carbons",23,0,1.35,"1.0000","1.000"
"LION:0002962","fatty acid with 23 carbons",5,0,0.29,"1.0000","1.000"
"LION:0002964","fatty acid with 25 carbons",6,0,0.35,"1.0000","1.000"
"LION:0002971","fatty acid with 3 double bonds",20,0,1.18,"1.0000","1.000"
"LION:0002972","fatty acid with 4 double bonds",20,0,1.18,"1.0000","1.000"
"LION:0002973","fatty acid with 5 double bonds",8,0,0.47,"1.0000","1.000"
"LION:0002974","fatty acid with 6 double bonds",4,0,0.24,"1.0000","1.000"
"LION:0002976","fatty acid with more than 3 double bonds",55,0,3.24,"1.0000","1.000"
"LION:0002977","fatty acid with 3-5 double bonds",48,0,2.82,"1.0000","1.000"
"LION:0002978","fatty acid with more than 5 double bonds",7,0,0.41,"1.0000","1.000"
"LION:0002987","C26:7",3,0,0.18,"1.0000","1.000"
"LION:0012017","hexosylceramides",10,0,0.59,"1.0000","1.000"
"LION:0022230","C15:1",7,0,0.41,"1.0000","1.000"
"LION:0022236","C17:2",3,0,0.18,"1.0000","1.000"
"LION:0022263","C21:2",3,0,0.18,"1.0000","1.000"
"LION:0022267","C23:1",3,0,0.18,"1.0000","1.000"
"LION:0080968","very low bilayer thickness",4,0,0.24,"1.0000","1.000"
"LION:0080970","average bilayer thickness",4,0,0.24,"1.0000","1.000"
"LION:0080980","very high lateral diffusion",4,0,0.24,"1.0000","1.000"
