"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000003","glycerophospholipids [GP]",170,6,6.89,"0.721","1"
"LION:0000467","contains ether-bond",90,3,3.65,"0.729","1"
"LION:0002949","fatty acid with 19-21 carbons",31,1,1.26,"0.730","1"
"LION:0002957","fatty acid with 18 carbons",32,1,1.3,"0.741","1"
"LION:0000466","positive intrinsic curvature",34,1,1.38,"0.763","1"
"LION:0002970","fatty acid with 2 double bonds",35,1,1.42,"0.773","1"
"LION:0000100","fatty acid with 18 carbons or less",68,2,2.76,"0.782","1"
"LION:0012082","plasma membrane",136,4,5.51,"0.832","1"
"LION:0012080","endoplasmic reticulum (ER)",281,9,11.39,"0.865","1"
"LION:0000004","sphingolipids [SP]",146,4,5.92,"0.874","1"
"LION:0012441","N-acylsphingosines (ceramides) [SP0201]",120,3,4.86,"0.890","1"
"LION:0002968","saturated fatty acid",59,1,2.39,"0.921","1"
"LION:0000012","glycerophosphoinositols [GP06]",8,0,0.32,"1.000","1"
"LION:0000014","glycerophosphoglycerols [GP04]",3,0,0.12,"1.000","1"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",13,0,0.53,"1.000","1"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",4,0,0.16,"1.000","1"
"LION:0000043","monoalkylglycerophosphoethanolamines [GP0206]",3,0,0.12,"1.000","1"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",6,0,0.24,"1.000","1"
"LION:0000254","C12:0",3,0,0.12,"1.000","1"
"LION:0000259","C14:0",3,0,0.12,"1.000","1"
"LION:0000462","C14:1",5,0,0.2,"1.000","1"
"LION:0000619","monoacylglycerols [GL0101]",3,0,0.12,"1.000","1"
"LION:0000728","diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]",3,0,0.12,"1.000","1"
"LION:0001734","contains vinyl ether bond (plasmalogen)",4,0,0.16,"1.000","1"
"LION:0001735","very low transition temperature",4,0,0.16,"1.000","1"
"LION:0001736","low transition temperature",3,0,0.12,"1.000","1"
"LION:0001737","average transition temperature",8,0,0.32,"1.000","1"
"LION:0001741","below average transition temperature",7,0,0.28,"1.000","1"
"LION:0002882","C16:0",20,0,0.81,"1.000","1"
"LION:0002900","C16:1",4,0,0.16,"1.000","1"
"LION:0002921","C18:0",15,0,0.61,"1.000","1"
"LION:0002922","C18:1",3,0,0.12,"1.000","1"
"LION:0002923","C18:2",7,0,0.28,"1.000","1"
"LION:0002928","C20:3",3,0,0.12,"1.000","1"
"LION:0002929","C20:4",7,0,0.28,"1.000","1"
"LION:0002931","C22:0",3,0,0.12,"1.000","1"
"LION:0002933","C22:2",3,0,0.12,"1.000","1"
"LION:0002934","C22:3",3,0,0.12,"1.000","1"
"LION:0002937","C22:6",3,0,0.12,"1.000","1"
"LION:0002939","C24:1",5,0,0.2,"1.000","1"
"LION:0002940","C24:2",10,0,0.41,"1.000","1"
"LION:0002947","fatty acid with 13-15 carbons",19,0,0.77,"1.000","1"
"LION:0002953","fatty acid with 14 carbons",8,0,0.32,"1.000","1"
"LION:0002954","fatty acid with 15 carbons",11,0,0.45,"1.000","1"
"LION:0002955","fatty acid with 16 carbons",23,0,0.93,"1.000","1"
"LION:0002958","fatty acids with 19 carbons",5,0,0.2,"1.000","1"
"LION:0002959","fatty acid with 20 carbons",17,0,0.69,"1.000","1"
"LION:0002974","fatty acid with 6 double bonds",4,0,0.16,"1.000","1"
"LION:0002978","fatty acid with more than 5 double bonds",7,0,0.28,"1.000","1"
"LION:0002982","C26:2",5,0,0.2,"1.000","1"
"LION:0002987","C26:7",3,0,0.12,"1.000","1"
"LION:0012017","hexosylceramides",10,0,0.41,"1.000","1"
"LION:0022229","C15:0",5,0,0.2,"1.000","1"
"LION:0022230","C15:1",7,0,0.28,"1.000","1"
"LION:0022231","C17:0",6,0,0.24,"1.000","1"
"LION:0022234","C17:1",6,0,0.24,"1.000","1"
"LION:0022263","C21:2",3,0,0.12,"1.000","1"
"LION:0022267","C23:1",3,0,0.12,"1.000","1"
"LION:0080968","very low bilayer thickness",4,0,0.16,"1.000","1"
"LION:0080969","low bilayer thickness",5,0,0.2,"1.000","1"
"LION:0080971","high bilayer thickness",5,0,0.2,"1.000","1"
"LION:0080973","below average bilayer thickness",9,0,0.36,"1.000","1"
"LION:0080974","above average bilayer thickness",6,0,0.24,"1.000","1"
"LION:0080979","high lateral diffusion",4,0,0.16,"1.000","1"
"LION:0080980","very high lateral diffusion",4,0,0.16,"1.000","1"
"LION:0080982","above average lateral diffusion",7,0,0.28,"1.000","1"
