"Term ID","Discription","Annotated","Significant","Expected","p-value","FDR q-value"
"LION:0000464","negative intrinsic curvature",288,9,10.54,"0.790","1.000"
"LION:0012009","lipid-mediated signalling",289,9,10.58,"0.794","1.000"
"LION:0000603","diradylglycerols [GL02]",142,4,5.2,"0.795","1.000"
"LION:0000607","diacylglycerols [GL0201]",118,3,4.32,"0.834","1.000"
"LION:0002950","fatty acid with 22-24 carbons",51,1,1.87,"0.860","1.000"
"LION:0000094","headgroup with neutral charge",332,5,12.15,"0.999","1.000"
"LION:0000002","glycerolipids [GL]",324,4,11.86,"1.000","1.000"
"LION:0000011","glycerophosphoethanolamines [GP02]",25,0,0.92,"1.000","1.000"
"LION:0000012","glycerophosphoinositols [GP06]",8,0,0.29,"1.000","1.000"
"LION:0000034","monoacylglycerophosphocholines [GP0105]",23,0,0.84,"1.000","1.000"
"LION:0000038","diacylglycerophosphoethanolamines [GP0201]",4,0,0.15,"1.000","1.000"
"LION:0000039","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",13,0,0.48,"1.000","1.000"
"LION:0000040","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",4,0,0.15,"1.000","1.000"
"LION:0000043","monoalkylglycerophosphoethanolamines [GP0206]",3,0,0.11,"1.000","1.000"
"LION:0000047","diacylglycerophosphoinositols [GP0601]",6,0,0.22,"1.000","1.000"
"LION:0000254","C12:0",3,0,0.11,"1.000","1.000"
"LION:0000259","C14:0",3,0,0.11,"1.000","1.000"
"LION:0000466","positive intrinsic curvature",34,0,1.24,"1.000","1.000"
"LION:0000599","lysoglycerophospholipids",23,0,0.84,"1.000","1.000"
"LION:0000604","triradylglycerols [GL03]",179,0,6.55,"1.000","1.000"
"LION:0000619","monoacylglycerols [GL0101]",3,0,0.11,"1.000","1.000"
"LION:0000622","triacylglycerols [GL0301]",115,0,4.21,"1.000","1.000"
"LION:0000623","alkyldiacylglycerols [GL0302]",64,0,2.34,"1.000","1.000"
"LION:0000728","diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]",3,0,0.11,"1.000","1.000"
"LION:0001734","contains vinyl ether bond (plasmalogen)",4,0,0.15,"1.000","1.000"
"LION:0001735","very low transition temperature",4,0,0.15,"1.000","1.000"
"LION:0001736","low transition temperature",3,0,0.11,"1.000","1.000"
"LION:0001737","average transition temperature",8,0,0.29,"1.000","1.000"
"LION:0001741","below average transition temperature",7,0,0.26,"1.000","1.000"
"LION:0002882","C16:0",20,0,0.73,"1.000","1.000"
"LION:0002900","C16:1",4,0,0.15,"1.000","1.000"
"LION:0002922","C18:1",3,0,0.11,"1.000","1.000"
"LION:0002923","C18:2",7,0,0.26,"1.000","1.000"
"LION:0002924","C18:3",9,0,0.33,"1.000","1.000"
"LION:0002928","C20:3",3,0,0.11,"1.000","1.000"
"LION:0002929","C20:4",7,0,0.26,"1.000","1.000"
"LION:0002931","C22:0",3,0,0.11,"1.000","1.000"
"LION:0002933","C22:2",3,0,0.11,"1.000","1.000"
"LION:0002934","C22:3",3,0,0.11,"1.000","1.000"
"LION:0002935","C22:4",7,0,0.26,"1.000","1.000"
"LION:0002936","C22:5",3,0,0.11,"1.000","1.000"
"LION:0002937","C22:6",3,0,0.11,"1.000","1.000"
"LION:0002938","C24:0",5,0,0.18,"1.000","1.000"
"LION:0002939","C24:1",5,0,0.18,"1.000","1.000"
"LION:0002940","C24:2",10,0,0.37,"1.000","1.000"
"LION:0002955","fatty acid with 16 carbons",23,0,0.84,"1.000","1.000"
"LION:0002959","fatty acid with 20 carbons",17,0,0.62,"1.000","1.000"
"LION:0002961","fatty acid with 22 carbons",23,0,0.84,"1.000","1.000"
"LION:0002963","fatty acid with 24 carbons",23,0,0.84,"1.000","1.000"
"LION:0002965","fatty acid with 26 carbons",14,0,0.51,"1.000","1.000"
"LION:0002972","fatty acid with 4 double bonds",20,0,0.73,"1.000","1.000"
"LION:0002974","fatty acid with 6 double bonds",4,0,0.15,"1.000","1.000"
"LION:0002978","fatty acid with more than 5 double bonds",7,0,0.26,"1.000","1.000"
"LION:0002982","C26:2",5,0,0.18,"1.000","1.000"
"LION:0002987","C26:7",3,0,0.11,"1.000","1.000"
"LION:0012011","lipid storage",180,0,6.59,"1.000","1.000"
"LION:0012084","lipid droplet",180,0,6.59,"1.000","1.000"
"LION:0022229","C15:0",5,0,0.18,"1.000","1.000"
"LION:0022234","C17:1",6,0,0.22,"1.000","1.000"
"LION:0022267","C23:1",3,0,0.11,"1.000","1.000"
"LION:0080968","very low bilayer thickness",4,0,0.15,"1.000","1.000"
"LION:0080969","low bilayer thickness",5,0,0.18,"1.000","1.000"
"LION:0080970","average bilayer thickness",4,0,0.15,"1.000","1.000"
"LION:0080971","high bilayer thickness",5,0,0.18,"1.000","1.000"
"LION:0080973","below average bilayer thickness",9,0,0.33,"1.000","1.000"
"LION:0080978","average lateral diffusion",8,0,0.29,"1.000","1.000"
"LION:0080979","high lateral diffusion",4,0,0.15,"1.000","1.000"
"LION:0080980","very high lateral diffusion",4,0,0.15,"1.000","1.000"
"LION:0080982","above average lateral diffusion",7,0,0.26,"1.000","1.000"
