#,Date-Time (HST),Ch: 1 - Temperature   (°C),Host Connected,End of File
63,06/17/2023 00:40:00,25.695,,
64,06/17/2023 00:50:00,25.555,,
65,06/17/2023 01:00:00,25.437,,
66,06/17/2023 01:10:00,25.330,,
67,06/17/2023 01:20:00,25.223,,
68,06/17/2023 01:30:00,25.126,,
69,06/17/2023 01:40:00,25.030,,
70,06/17/2023 01:50:00,24.955,,
71,06/17/2023 02:00:00,24.869,,
72,06/17/2023 02:10:00,24.804,,
73,06/17/2023 02:20:00,24.719,,
74,06/17/2023 02:30:00,24.654,,
75,06/17/2023 02:40:00,24.590,,
76,06/17/2023 02:50:00,24.515,,
77,06/17/2023 03:00:00,24.450,,
78,06/17/2023 03:10:00,24.397,,
79,06/17/2023 03:20:00,24.332,,
80,06/17/2023 03:30:00,24.279,,
81,06/17/2023 03:40:00,24.225,,
82,06/17/2023 03:50:00,24.172,,
83,06/17/2023 04:00:00,24.107,,
84,06/17/2023 04:10:00,24.064,,
85,06/17/2023 04:20:00,24.011,,
86,06/17/2023 04:30:00,23.957,,
87,06/17/2023 04:40:00,23.903,,
88,06/17/2023 04:50:00,23.861,,
89,06/17/2023 05:00:00,23.818,,
90,06/17/2023 05:10:00,23.775,,
91,06/17/2023 05:20:00,23.732,,
92,06/17/2023 05:30:00,23.689,,
93,06/17/2023 05:40:00,23.646,,
94,06/17/2023 05:50:00,23.614,,
95,06/17/2023 06:00:00,23.571,,
96,06/17/2023 06:10:00,23.539,,
97,06/17/2023 06:20:00,23.496,,
98,06/17/2023 06:30:00,23.453,,
99,06/17/2023 06:40:00,23.421,,
100,06/17/2023 06:50:00,23.399,,
101,06/17/2023 07:00:00,23.367,,
102,06/17/2023 07:10:00,23.346,,
103,06/17/2023 07:20:00,23.324,,
104,06/17/2023 07:30:00,23.303,,
105,06/17/2023 07:40:00,23.271,,
106,06/17/2023 07:50:00,23.271,,
107,06/17/2023 08:00:00,23.271,,
108,06/17/2023 08:06:57,,Logged,
109,06/17/2023 08:10:00,23.260,,
110,06/17/2023 08:20:00,23.249,,
111,06/17/2023 08:30:00,23.249,,
112,06/17/2023 08:40:00,23.239,,
113,06/17/2023 08:50:00,24.139,,
114,06/17/2023 09:00:00,24.965,,
115,06/17/2023 09:10:00,25.094,,
116,06/17/2023 09:20:00,25.459,,
117,06/17/2023 09:30:00,25.459,,
118,06/17/2023 09:40:00,25.544,,
119,06/17/2023 09:50:00,25.673,,
120,06/17/2023 10:00:00,25.587,,
121,06/17/2023 10:10:00,25.716,,
122,06/17/2023 10:20:00,25.737,,
123,06/17/2023 10:30:00,25.630,,
124,06/17/2023 10:40:00,25.802,,
125,06/17/2023 10:50:00,25.802,,
126,06/17/2023 11:00:00,25.695,,
127,06/17/2023 11:10:00,25.834,,
128,06/17/2023 11:20:00,25.834,,
129,06/17/2023 11:30:00,25.748,,
130,06/17/2023 11:40:00,25.780,,
131,06/17/2023 11:50:00,25.770,,
132,06/17/2023 12:00:00,25.716,,
133,06/17/2023 12:10:00,25.587,,
134,06/17/2023 12:20:00,25.759,,
135,06/17/2023 12:30:00,25.716,,
136,06/17/2023 12:40:00,25.587,,
137,06/17/2023 12:50:00,25.437,,
138,06/17/2023 13:00:00,25.684,,
139,06/17/2023 13:10:00,25.630,,
140,06/17/2023 13:20:00,25.523,,
141,06/17/2023 13:30:00,25.362,,
142,06/17/2023 13:40:00,25.630,,
143,06/17/2023 13:50:00,25.598,,
144,06/17/2023 14:00:00,25.491,,
145,06/17/2023 14:10:00,25.341,,
146,06/17/2023 14:20:00,25.587,,
147,06/17/2023 14:30:00,25.577,,
148,06/17/2023 14:40:00,25.480,,
149,06/17/2023 14:50:00,25.351,,
150,06/17/2023 15:00:00,25.566,,
151,06/17/2023 15:10:00,25.577,,
152,06/17/2023 15:20:00,25.491,,
153,06/17/2023 15:30:00,25.351,,
154,06/17/2023 15:40:00,25.566,,
155,06/17/2023 15:50:00,25.587,,
156,06/17/2023 16:00:00,25.523,,
157,06/17/2023 16:10:00,25.394,,
158,06/17/2023 16:20:00,25.405,,
159,06/17/2023 16:30:00,25.598,,
160,06/17/2023 16:40:00,25.566,,
161,06/17/2023 16:50:00,25.459,,
162,06/17/2023 17:00:00,25.287,,
163,06/17/2023 17:10:00,25.384,,
164,06/17/2023 17:20:00,25.298,,
165,06/17/2023 17:30:00,25.190,,
166,06/17/2023 17:40:00,25.062,,
167,06/17/2023 17:50:00,25.212,,
168,06/17/2023 18:00:00,25.223,,
169,06/17/2023 18:10:00,25.158,,
170,06/17/2023 18:20:00,25.062,,
171,06/17/2023 18:30:00,25.158,,
172,06/17/2023 18:40:00,25.201,,
173,06/17/2023 18:50:00,25.137,,
174,06/17/2023 19:00:00,25.030,,
175,06/17/2023 19:10:00,25.223,,
176,06/17/2023 19:20:00,25.169,,
177,06/17/2023 19:30:00,25.062,,
178,06/17/2023 19:40:00,25.233,,
179,06/17/2023 19:50:00,25.201,,
180,06/17/2023 20:00:00,25.105,,
181,06/17/2023 20:10:00,25.169,,
182,06/17/2023 20:20:00,25.351,,
183,06/17/2023 20:30:00,25.394,,
184,06/17/2023 20:40:00,25.373,,
185,06/17/2023 20:50:00,25.351,,
186,06/17/2023 21:00:00,25.276,,
187,06/17/2023 21:10:00,25.201,,
188,06/17/2023 21:20:00,25.287,,
189,06/17/2023 21:30:00,25.373,,
190,06/17/2023 21:40:00,25.351,,
191,06/17/2023 21:50:00,25.276,,
192,06/17/2023 22:00:00,25.169,,
193,06/17/2023 22:10:00,25.094,,
194,06/17/2023 22:20:00,25.308,,
195,06/17/2023 22:30:00,25.330,,
196,06/17/2023 22:40:00,25.287,,
197,06/17/2023 22:50:00,25.223,,
198,06/17/2023 23:00:00,25.148,,
199,06/17/2023 23:10:00,25.083,,
200,06/17/2023 23:20:00,25.319,,
201,06/17/2023 23:30:00,25.169,,
202,06/17/2023 23:40:00,25.019,,
203,06/17/2023 23:50:00,24.890,,
204,06/18/2023 00:00:00,25.266,,
205,06/18/2023 00:10:00,25.244,,
206,06/18/2023 00:20:00,25.190,,
207,06/18/2023 00:30:00,25.201,,
208,06/18/2023 00:40:00,25.512,,
209,06/18/2023 00:50:00,25.716,,
210,06/18/2023 01:00:00,25.695,,
211,06/18/2023 01:10:00,25.609,,
212,06/18/2023 01:20:00,25.491,,
213,06/18/2023 01:30:00,25.898,,
214,06/18/2023 01:40:00,25.834,,
215,06/18/2023 01:50:00,25.727,,
216,06/18/2023 02:00:00,25.523,,
217,06/18/2023 02:10:00,25.802,,
218,06/18/2023 02:20:00,25.941,,
219,06/18/2023 02:30:00,25.727,,
220,06/18/2023 02:40:00,25.459,,
221,06/18/2023 02:50:00,25.491,,
222,06/18/2023 03:00:00,25.491,,
223,06/18/2023 03:10:00,25.405,,
224,06/18/2023 03:20:00,25.319,,
225,06/18/2023 03:30:00,25.233,,
226,06/18/2023 03:40:00,25.469,,
227,06/18/2023 03:50:00,25.416,,
228,06/18/2023 04:00:00,25.341,,
229,06/18/2023 04:10:00,25.223,,
230,06/18/2023 04:20:00,25.469,,
231,06/18/2023 04:30:00,25.459,,
232,06/18/2023 04:40:00,25.298,,
233,06/18/2023 04:50:00,25.201,,
234,06/18/2023 05:00:00,25.459,,
235,06/18/2023 05:10:00,25.480,,
236,06/18/2023 05:20:00,25.416,,
237,06/18/2023 05:30:00,25.351,,
238,06/18/2023 05:40:00,25.480,,
239,06/18/2023 05:50:00,25.566,,
240,06/18/2023 06:00:00,25.523,,
241,06/18/2023 06:10:00,25.437,,
242,06/18/2023 06:20:00,25.351,,
243,06/18/2023 06:30:00,25.577,,
244,06/18/2023 06:40:00,25.555,,
245,06/18/2023 06:50:00,25.480,,
246,06/18/2023 07:00:00,25.394,,
247,06/18/2023 07:10:00,25.577,,
248,06/18/2023 07:20:00,25.544,,
249,06/18/2023 07:30:00,25.405,,
250,06/18/2023 07:40:00,25.266,,
251,06/18/2023 07:50:00,25.148,,
252,06/18/2023 08:00:00,25.373,,
253,06/18/2023 08:10:00,25.416,,
254,06/18/2023 08:20:00,25.405,,
255,06/18/2023 08:30:00,25.373,,
256,06/18/2023 08:40:00,25.330,,
257,06/18/2023 08:50:00,25.469,,
258,06/18/2023 09:00:00,25.512,,
259,06/18/2023 09:10:00,25.480,,
260,06/18/2023 09:20:00,25.437,,
261,06/18/2023 09:30:00,25.373,,
262,06/18/2023 09:40:00,25.384,,
263,06/18/2023 09:50:00,25.502,,
264,06/18/2023 10:00:00,25.491,,
265,06/18/2023 10:10:00,25.459,,
266,06/18/2023 10:20:00,25.394,,
267,06/18/2023 10:30:00,25.341,,
268,06/18/2023 10:33:27,,Logged,
269,06/18/2023 10:40:00,25.298,,
270,06/18/2023 10:50:00,25.266,,
271,06/18/2023 11:00:00,25.233,,
272,06/18/2023 11:10:00,25.405,,
273,06/18/2023 11:20:00,25.437,,
274,06/18/2023 11:30:00,25.405,,
275,06/18/2023 11:40:00,25.373,,
276,06/18/2023 11:50:00,25.319,,
277,06/18/2023 12:00:00,25.287,,
278,06/18/2023 12:10:00,25.233,,
279,06/18/2023 12:20:00,25.169,,
280,06/18/2023 12:30:00,25.244,,
281,06/18/2023 12:40:00,25.373,,
282,06/18/2023 12:50:00,25.362,,
283,06/18/2023 13:00:00,25.330,,
284,06/18/2023 13:10:00,25.287,,
285,06/18/2023 13:20:00,25.233,,
286,06/18/2023 13:30:00,25.180,,
287,06/18/2023 13:40:00,25.126,,
288,06/18/2023 13:50:00,25.319,,
289,06/18/2023 14:00:00,25.373,,
290,06/18/2023 14:10:00,25.362,,
291,06/18/2023 14:20:00,25.298,,
292,06/18/2023 14:30:00,25.244,,
293,06/18/2023 14:40:00,25.105,,
294,06/18/2023 14:50:00,25.030,,
295,06/18/2023 15:00:00,24.944,,
296,06/18/2023 15:10:00,25.287,,
297,06/18/2023 15:20:00,25.319,,
298,06/18/2023 15:30:00,25.298,,
299,06/18/2023 15:40:00,25.212,,
300,06/18/2023 15:50:00,25.148,,
301,06/18/2023 16:00:00,25.083,,
302,06/18/2023 16:10:00,25.008,,
303,06/18/2023 16:20:00,25.051,,
304,06/18/2023 16:30:00,25.308,,
305,06/18/2023 16:40:00,25.298,,
306,06/18/2023 16:50:00,25.212,,
307,06/18/2023 17:00:00,25.126,,
308,06/18/2023 17:10:00,24.987,,
309,06/18/2023 17:20:00,25.094,,
310,06/18/2023 17:30:00,25.148,,
311,06/18/2023 17:40:00,24.997,,
312,06/18/2023 17:50:00,24.858,,
313,06/18/2023 18:00:00,24.804,,
314,06/18/2023 18:10:00,24.997,,
315,06/18/2023 18:20:00,24.976,,
316,06/18/2023 18:30:00,24.922,,
317,06/18/2023 18:40:00,24.858,,
318,06/18/2023 18:50:00,24.965,,
319,06/18/2023 19:00:00,25.062,,
320,06/18/2023 19:10:00,25.030,,
321,06/18/2023 19:20:00,24.976,,
322,06/18/2023 19:30:00,24.912,,
323,06/18/2023 19:40:00,25.062,,
324,06/18/2023 19:50:00,25.094,,
325,06/18/2023 20:00:00,25.062,,
326,06/18/2023 20:10:00,24.987,,
327,06/18/2023 20:20:00,24.933,,
328,06/18/2023 20:30:00,25.115,,
329,06/18/2023 20:40:00,25.083,,
330,06/18/2023 20:50:00,25.008,,
331,06/18/2023 21:00:00,24.955,,
332,06/18/2023 21:10:00,25.115,,
333,06/18/2023 21:20:00,25.180,,
334,06/18/2023 21:30:00,25.158,,
335,06/18/2023 21:40:00,25.115,,
336,06/18/2023 21:50:00,25.030,,
337,06/18/2023 22:00:00,25.233,,
338,06/18/2023 22:10:00,25.244,,
339,06/18/2023 22:20:00,25.212,,
340,06/18/2023 22:30:00,25.126,,
341,06/18/2023 22:40:00,25.062,,
342,06/18/2023 22:50:00,25.244,,
343,06/18/2023 23:00:00,25.255,,
344,06/18/2023 23:10:00,25.169,,
345,06/18/2023 23:20:00,25.083,,
346,06/18/2023 23:30:00,25.148,,
347,06/18/2023 23:40:00,25.373,,
348,06/18/2023 23:50:00,25.373,,
349,06/19/2023 00:00:00,25.308,,
350,06/19/2023 00:10:00,25.223,,
351,06/19/2023 00:20:00,25.405,,
352,06/19/2023 00:30:00,25.459,,
353,06/19/2023 00:40:00,25.394,,
354,06/19/2023 00:50:00,25.287,,
355,06/19/2023 01:00:00,25.244,,
356,06/19/2023 01:10:00,25.480,,
357,06/19/2023 01:20:00,25.437,,
358,06/19/2023 01:30:00,25.351,,
359,06/19/2023 01:40:00,25.244,,
360,06/19/2023 01:50:00,25.459,,
361,06/19/2023 02:00:00,25.459,,
362,06/19/2023 02:10:00,25.373,,
363,06/19/2023 02:20:00,25.223,,
364,06/19/2023 02:30:00,25.437,,
365,06/19/2023 02:40:00,25.437,,
366,06/19/2023 02:50:00,25.351,,
367,06/19/2023 03:00:00,25.212,,
368,06/19/2023 03:10:00,25.437,,
369,06/19/2023 03:20:00,25.437,,
370,06/19/2023 03:30:00,25.351,,
371,06/19/2023 03:40:00,25.437,,
372,06/19/2023 03:50:00,25.512,,
373,06/19/2023 04:00:00,25.448,,
374,06/19/2023 04:10:00,25.351,,
375,06/19/2023 04:20:00,25.534,,
376,06/19/2023 04:30:00,25.459,,
377,06/19/2023 04:40:00,25.351,,
378,06/19/2023 04:50:00,25.491,,
379,06/19/2023 05:00:00,25.512,,
380,06/19/2023 05:10:00,25.437,,
381,06/19/2023 05:20:00,25.362,,
382,06/19/2023 05:30:00,25.544,,
383,06/19/2023 05:40:00,25.502,,
384,06/19/2023 05:50:00,25.416,,
385,06/19/2023 06:00:00,25.512,,
386,06/19/2023 06:10:00,25.523,,
387,06/19/2023 06:20:00,25.459,,
388,06/19/2023 06:30:00,25.362,,
389,06/19/2023 06:40:00,25.544,,
390,06/19/2023 06:50:00,25.502,,
391,06/19/2023 07:00:00,25.405,,
392,06/19/2023 07:10:00,25.480,,
393,06/19/2023 07:20:00,25.523,,
394,06/19/2023 07:30:00,25.469,,
395,06/19/2023 07:40:00,25.394,,
396,06/19/2023 07:50:00,25.384,,
397,06/19/2023 08:00:00,25.534,,
398,06/19/2023 08:10:00,25.523,,
399,06/19/2023 08:20:00,25.448,,
400,06/19/2023 08:30:00,25.362,,
401,06/19/2023 08:40:00,25.319,,
402,06/19/2023 08:50:00,25.523,,
403,06/19/2023 09:00:00,25.523,,
404,06/19/2023 09:10:00,25.459,,
405,06/19/2023 09:20:00,25.319,,
406,06/19/2023 09:30:00,25.233,,
407,06/19/2023 09:40:00,25.534,,
408,06/19/2023 09:50:00,25.544,,
409,06/19/2023 10:00:00,25.502,,
410,06/19/2023 10:10:00,25.437,,
411,06/19/2023 10:20:00,25.351,,
412,06/19/2023 10:30:00,25.266,,
413,06/19/2023 10:40:00,25.555,,
414,06/19/2023 10:50:00,25.577,,
415,06/19/2023 11:00:00,25.544,,
416,06/19/2023 11:10:00,25.469,,
417,06/19/2023 11:20:00,25.394,,
418,06/19/2023 11:30:00,25.308,,
419,06/19/2023 11:40:00,25.233,,
420,06/19/2023 11:50:00,25.512,,
421,06/19/2023 12:00:00,25.534,,
422,06/19/2023 12:10:00,25.480,,
423,06/19/2023 12:20:00,25.405,,
424,06/19/2023 12:30:00,25.308,,
425,06/19/2023 12:40:00,25.201,,
426,06/19/2023 12:50:00,25.319,,
427,06/19/2023 13:00:00,25.502,,
428,06/19/2023 13:10:00,25.480,,
429,06/19/2023 13:20:00,25.416,,
430,06/19/2023 13:30:00,25.341,,
431,06/19/2023 13:40:00,25.212,,
432,06/19/2023 13:50:00,25.094,,
433,06/19/2023 14:00:00,25.330,,
434,06/19/2023 14:10:00,25.351,,
435,06/19/2023 14:20:00,25.319,,
436,06/19/2023 14:30:00,25.266,,
437,06/19/2023 14:40:00,25.190,,
438,06/19/2023 14:50:00,25.105,,
439,06/19/2023 15:00:00,25.287,,
440,06/19/2023 15:10:00,25.373,,
441,06/19/2023 15:20:00,25.351,,
442,06/19/2023 15:30:00,25.287,,
443,06/19/2023 15:40:00,25.223,,
444,06/19/2023 15:50:00,25.137,,
445,06/19/2023 16:00:00,25.233,,
446,06/19/2023 16:10:00,25.373,,
447,06/19/2023 16:20:00,25.373,,
448,06/19/2023 16:30:00,25.308,,
449,06/19/2023 16:40:00,25.233,,
450,06/19/2023 16:50:00,25.148,,
451,06/19/2023 17:00:00,25.266,,
452,06/19/2023 17:10:00,25.373,,
453,06/19/2023 17:20:00,25.351,,
454,06/19/2023 17:30:00,25.255,,
455,06/19/2023 17:40:00,25.148,,
456,06/19/2023 17:50:00,25.180,,
457,06/19/2023 18:00:00,25.266,,
458,06/19/2023 18:10:00,25.190,,
459,06/19/2023 18:20:00,25.083,,
460,06/19/2023 18:30:00,24.997,,
461,06/19/2023 18:40:00,25.148,,
462,06/19/2023 18:50:00,25.083,,
463,06/19/2023 19:00:00,25.030,,
464,06/19/2023 19:10:00,24.944,,
465,06/19/2023 19:20:00,25.083,,
466,06/19/2023 19:30:00,25.169,,
467,06/19/2023 19:40:00,25.126,,
468,06/19/2023 19:50:00,25.062,,
469,06/19/2023 20:00:00,24.976,,
470,06/19/2023 20:10:00,25.201,,
471,06/19/2023 20:20:00,25.180,,
472,06/19/2023 20:30:00,25.115,,
473,06/19/2023 20:40:00,25.030,,
474,06/19/2023 20:50:00,25.201,,
475,06/19/2023 21:00:00,25.212,,
476,06/19/2023 21:10:00,25.148,,
477,06/19/2023 21:20:00,25.062,,
478,06/19/2023 21:30:00,25.223,,
479,06/19/2023 21:40:00,25.233,,
480,06/19/2023 21:50:00,25.126,,
481,06/19/2023 22:00:00,25.030,,
482,06/19/2023 22:10:00,25.223,,
483,06/19/2023 22:20:00,25.169,,
484,06/19/2023 22:30:00,25.073,,
485,06/19/2023 22:40:00,25.180,,
486,06/19/2023 22:50:00,25.190,,
487,06/19/2023 23:00:00,25.051,,
488,06/19/2023 23:10:00,25.073,,
489,06/19/2023 23:20:00,25.158,,
490,06/19/2023 23:30:00,25.105,,
491,06/19/2023 23:40:00,25.019,,
492,06/19/2023 23:50:00,25.201,,
493,06/20/2023 00:00:00,25.169,,
494,06/20/2023 00:10:00,25.094,,
495,06/20/2023 00:20:00,25.212,,
496,06/20/2023 00:30:00,25.201,,
497,06/20/2023 00:40:00,25.137,,
498,06/20/2023 00:50:00,25.233,,
499,06/20/2023 01:00:00,25.233,,
500,06/20/2023 01:10:00,25.148,,
501,06/20/2023 01:20:00,25.223,,
502,06/20/2023 01:30:00,25.244,,
503,06/20/2023 01:40:00,25.169,,
504,06/20/2023 01:50:00,25.244,,
505,06/20/2023 02:00:00,25.266,,
506,06/20/2023 02:10:00,25.180,,
507,06/20/2023 02:20:00,25.266,,
508,06/20/2023 02:30:00,25.266,,
509,06/20/2023 02:40:00,25.180,,
510,06/20/2023 02:50:00,25.308,,
511,06/20/2023 03:00:00,25.266,,
512,06/20/2023 03:10:00,25.233,,
513,06/20/2023 03:20:00,25.308,,
514,06/20/2023 03:30:00,25.233,,
515,06/20/2023 03:40:00,25.276,,
516,06/20/2023 03:50:00,25.287,,
517,06/20/2023 04:00:00,25.201,,
518,06/20/2023 04:10:00,25.319,,
519,06/20/2023 04:20:00,25.266,,
520,06/20/2023 04:30:00,25.308,,
521,06/20/2023 04:40:00,25.319,,
522,06/20/2023 04:50:00,25.244,,
523,06/20/2023 05:00:00,25.330,,
524,06/20/2023 05:10:00,25.255,,
525,06/20/2023 05:20:00,25.351,,
526,06/20/2023 05:30:00,25.276,,
527,06/20/2023 05:40:00,25.330,,
528,06/20/2023 05:50:00,25.298,,
529,06/20/2023 06:00:00,25.276,,
530,06/20/2023 06:10:00,25.319,,
531,06/20/2023 06:20:00,25.233,,
532,06/20/2023 06:30:00,25.319,,
533,06/20/2023 06:40:00,25.244,,
534,06/20/2023 06:50:00,25.330,,
535,06/20/2023 07:00:00,25.287,,
536,06/20/2023 07:10:00,25.212,,
537,06/20/2023 07:20:00,25.319,,
538,06/20/2023 07:30:00,25.266,,
539,06/20/2023 07:40:00,25.233,,
540,06/20/2023 07:50:00,25.298,,
541,06/20/2023 08:00:00,25.233,,
542,06/20/2023 08:10:00,25.158,,
543,06/20/2023 08:20:00,25.276,,
544,06/20/2023 08:30:00,25.223,,
545,06/20/2023 08:40:00,25.126,,
546,06/20/2023 08:50:00,25.266,,
547,06/20/2023 09:00:00,25.233,,
548,06/20/2023 09:10:00,25.148,,
549,06/20/2023 09:20:00,25.255,,
550,06/20/2023 09:30:00,25.266,,
551,06/20/2023 09:40:00,25.190,,
552,06/20/2023 09:50:00,25.105,,
553,06/20/2023 10:00:00,25.266,,
554,06/20/2023 10:10:00,25.244,,
555,06/20/2023 10:20:00,25.169,,
556,06/20/2023 10:30:00,25.105,,
557,06/20/2023 10:40:00,25.266,,
558,06/20/2023 10:50:00,25.233,,
559,06/20/2023 11:00:00,25.148,,
560,06/20/2023 11:10:00,25.190,,
561,06/20/2023 11:20:00,25.255,,
562,06/20/2023 11:30:00,25.201,,
563,06/20/2023 11:40:00,25.126,,
564,06/20/2023 11:50:00,25.201,,
565,06/20/2023 12:00:00,25.244,,
566,06/20/2023 12:10:00,25.190,,
567,06/20/2023 12:20:00,25.105,,
568,06/20/2023 12:30:00,25.255,,
569,06/20/2023 12:40:00,25.233,,
570,06/20/2023 12:50:00,25.158,,
571,06/20/2023 13:00:00,25.255,,
572,06/20/2023 13:10:00,25.362,,
573,06/20/2023 13:20:00,25.341,,
574,06/20/2023 13:30:00,25.266,,
575,06/20/2023 13:40:00,25.351,,
576,06/20/2023 13:50:00,25.405,,
577,06/20/2023 14:00:00,25.341,,
578,06/20/2023 14:10:00,25.459,,
579,06/20/2023 14:20:00,25.416,,
580,06/20/2023 14:25:52,,Logged,Logged
